Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
11/05/18,walking,walking,2018-05-11T11:47:24+02:00,2018-05-11T11:51:43+02:00,259,0.715,0,32
11/05/18,transport,transport,2018-05-11T14:11:50+02:00,2018-05-11T14:15:04+02:00,194,0.498,0,0
11/05/18,transport,transport,2018-05-11T14:48:23+02:00,2018-05-11T15:05:03+02:00,1000,4.730,0,0
11/05/18,transport,transport,2018-05-11T16:35:55+02:00,2018-05-11T16:47:55+02:00,720,41.190,0,0
11/05/18,transport,transport,2018-05-11T17:08:31+02:00,2018-05-11T17:43:01+02:00,2070,288.316,0,0
11/05/18,transport,transport,2018-05-11T17:43:02+02:00,2018-05-11T17:53:37+02:00,635,3.066,0,0
11/05/18,walking,walking,2018-05-11T17:53:37+02:00,2018-05-11T17:58:03+02:00,266,0.205,411,9
11/05/18,walking,walking,2018-05-11T17:58:04+02:00,2018-05-11T18:02:45+02:00,281,0.279,433,12
11/05/18,walking,walking,2018-05-11T18:11:42+02:00,2018-05-11T18:12:08+02:00,26,0.020,40,1
11/05/18,transport,transport,2018-05-11T18:20:49+02:00,2018-05-11T19:07:09+02:00,2780,36.679,0,0
11/05/18,walking,walking,2018-05-11T19:07:09+02:00,2018-05-11T19:09:25+02:00,136,0.108,217,5
11/05/18,transport,transport,2018-05-11T19:09:26+02:00,2018-05-11T19:18:43+02:00,557,1.114,0,0
11/05/18,walking,walking,2018-05-11T19:18:43+02:00,2018-05-11T19:26:03+02:00,440,0.337,675,15
11/05/18,walking,walking,2018-05-11T19:26:03+02:00,2018-05-11T19:26:42+02:00,39,0.030,60,1
11/05/18,walking,walking,2018-05-11T19:38:31+02:00,2018-05-11T20:07:56+02:00,1765,2.255,2623,100
11/05/18,walking,walking,2018-05-11T20:07:57+02:00,2018-05-11T20:17:26+02:00,569,0.640,853,28
11/05/18,walking,walking,2018-05-11T21:42:22+02:00,2018-05-11T21:52:25+02:00,603,0.589,828,26
11/05/18,walking,walking,2018-05-11T21:54:31+02:00,2018-05-11T22:01:53+02:00,442,0.501,649,22
11/05/18,walking,walking,2018-05-11T22:04:34+02:00,2018-05-11T22:31:03+02:00,1589,1.662,2698,74
