Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
21/05/18,walking,walking,2018-05-21T09:25:39+02:00,2018-05-21T09:26:08+02:00,29,0.015,30,1
21/05/18,walking,walking,2018-05-21T12:42:23+02:00,2018-05-21T12:56:34+02:00,851,1.263,1534,56
21/05/18,transport,transport,2018-05-21T12:56:34+02:00,2018-05-21T13:53:06+02:00,3392,56.477,0,0
21/05/18,walking,walking,2018-05-21T13:53:06+02:00,2018-05-21T13:58:58+02:00,352,0.320,619,14
21/05/18,transport,transport,2018-05-21T13:58:58+02:00,2018-05-21T14:09:21+02:00,623,3.373,0,0
21/05/18,walking,walking,2018-05-21T14:09:21+02:00,2018-05-21T14:10:50+02:00,89,0.107,149,5
21/05/18,walking,walking,2018-05-21T14:10:51+02:00,2018-05-21T14:14:33+02:00,222,0.250,334,11
21/05/18,walking,walking,2018-05-21T14:41:17+02:00,2018-05-21T14:56:07+02:00,890,1.300,1478,58
21/05/18,walking,walking,2018-05-21T15:02:23+02:00,2018-05-21T15:03:09+02:00,46,0.035,70,2
21/05/18,walking,walking,2018-05-21T16:04:36+02:00,2018-05-21T16:05:05+02:00,29,0.015,30,1
21/05/18,walking,walking,2018-05-21T18:21:08+02:00,2018-05-21T18:21:37+02:00,29,0.014,20,1
21/05/18,walking,walking,2018-05-21T18:23:01+02:00,2018-05-21T18:36:50+02:00,829,1.427,1586,63
21/05/18,transport,transport,2018-05-21T18:36:50+02:00,2018-05-21T18:46:04+02:00,554,3.149,0,0
21/05/18,walking,walking,2018-05-21T18:46:04+02:00,2018-05-21T18:50:24+02:00,260,0.303,479,13
21/05/18,walking,walking,2018-05-21T18:56:03+02:00,2018-05-21T18:57:17+02:00,74,0.056,112,2
21/05/18,transport,transport,2018-05-21T19:17:42+02:00,2018-05-21T19:55:29+02:00,2267,49.434,0,0
21/05/18,walking,walking,2018-05-21T19:55:29+02:00,2018-05-21T20:12:03+02:00,994,1.111,1676,49
21/05/18,walking,walking,2018-05-21T20:19:18+02:00,2018-05-21T20:23:00+02:00,222,0.174,349,8
21/05/18,walking,walking,2018-05-21T22:47:27+02:00,2018-05-21T22:48:00+02:00,33,0.025,50,1
