Date,Type,Name,Start,End,Duration
11/3/17,move,transport,2017-11-03T08:16:43-07:00,2017-11-03T08:20:43-07:00,240
11/3/17,place,Unknown,2017-11-03T08:20:44-07:00,2017-11-03T14:55:42-07:00,23698
11/3/17,move,transport,2017-11-03T14:55:42-07:00,2017-11-03T15:35:18-07:00,2376
11/3/17,move,walking,2017-11-03T15:35:18-07:00,2017-11-03T15:44:10-07:00,532
11/3/17,place,Unknown,2017-11-03T15:44:11-07:00,2017-11-03T15:46:13-07:00,122
11/3/17,move,walking,2017-11-03T15:46:13-07:00,2017-11-03T16:00:02-07:00,829
11/3/17,place,Unknown,2017-11-03T16:00:03-07:00,2017-11-03T16:06:24-07:00,381
11/3/17,move,walking,2017-11-03T16:06:24-07:00,2017-11-03T16:34:04-07:00,1660
11/3/17,move,transport,2017-11-03T16:34:04-07:00,2017-11-03T16:51:38-07:00,1054
11/3/17,place,Unknown,2017-11-03T16:51:39-07:00,2017-11-03T20:43:42-07:00,13923
11/3/17,move,transport,2017-11-03T20:43:42-07:00,2017-11-03T20:49:38-07:00,356
11/3/17,place,Unknown,2017-11-03T20:49:52-07:00,2017-11-04T00:00:00-07:00,11408
