"Date","Keys","Clicks"
"2019-02-24",7956,1332
"2019-02-25",11195,1747
"2019-02-26",12865,1959
"2019-02-27",8217,3648
"2019-02-28",4246,2721
"2019-03-01",6795,4043
"2019-03-02",2016,560
