"Date","Keys","Clicks"
"2018-12-21",2355,723
"2018-12-22",15008,1989
"2018-12-23",3862,608
"2018-12-24",9153,2017
"2018-12-25",9664,4789
"2018-12-26",5329,1316
"2018-12-27",43,38
