Date,Type,Name,Start,End,Duration
7/25/18,place,Unknown,2018-07-25T00:00:00-07:00,2018-07-25T07:04:52-07:00,25492
7/25/18,move,transport,2018-07-25T07:04:52-07:00,2018-07-25T07:17:07-07:00,735
7/25/18,place,Unknown,2018-07-25T07:17:08-07:00,2018-07-25T07:24:33-07:00,445
7/25/18,move,transport,2018-07-25T07:24:33-07:00,2018-07-25T07:28:58-07:00,265
7/25/18,place,Unknown,2018-07-25T07:28:59-07:00,2018-07-25T09:49:41-07:00,8442
7/25/18,place,Unknown,2018-07-25T09:49:42-07:00,2018-07-25T10:00:46-07:00,664
7/25/18,move,transport,2018-07-25T10:00:46-07:00,2018-07-25T10:41:47-07:00,2461
7/25/18,place,Unknown,2018-07-25T10:41:48-07:00,2018-07-25T11:08:41-07:00,1613
7/25/18,move,transport,2018-07-25T11:08:41-07:00,2018-07-25T11:56:55-07:00,2894
7/25/18,place,Unknown,2018-07-25T11:56:56-07:00,2018-07-25T12:32:29-07:00,2133
7/25/18,move,transport,2018-07-25T12:32:29-07:00,2018-07-25T12:36:06-07:00,217
7/25/18,place,Unknown,2018-07-25T12:36:07-07:00,2018-07-25T12:52:49-07:00,1002
7/25/18,move,transport,2018-07-25T12:52:49-07:00,2018-07-25T14:32:06-07:00,5957
7/25/18,move,transport,2018-07-25T14:47:17-07:00,2018-07-25T15:20:02-07:00,1965
7/25/18,place,Unknown,2018-07-25T15:20:03-07:00,2018-07-25T16:28:34-07:00,4111
