Date,Type,Name,Start,End,Duration
10/24/17,place,Unknown,2017-10-24T00:00:00-07:00,2017-10-24T09:58:45-07:00,35925
10/24/17,move,transport,2017-10-24T09:58:45-07:00,2017-10-24T10:15:25-07:00,1000
10/24/17,place,Unknown,2017-10-24T10:15:25-07:00,2017-10-24T14:42:07-07:00,16002
10/24/17,move,transport,2017-10-24T14:42:07-07:00,2017-10-24T14:53:16-07:00,669
10/24/17,place,Unknown,2017-10-24T14:53:17-07:00,2017-10-24T15:01:02-07:00,465
10/24/17,move,walking,2017-10-24T15:01:02-07:00,2017-10-24T15:11:13-07:00,611
10/24/17,place,Unknown,2017-10-24T15:11:14-07:00,2017-10-24T15:22:30-07:00,676
10/24/17,move,walking,2017-10-24T15:22:30-07:00,2017-10-24T15:36:21-07:00,831
10/24/17,place,Unknown,2017-10-24T15:36:21-07:00,2017-10-24T15:40:20-07:00,239
10/24/17,move,walking,2017-10-24T15:40:20-07:00,2017-10-24T15:55:10-07:00,890
10/24/17,move,transport,2017-10-24T15:55:10-07:00,2017-10-24T16:03:46-07:00,516
10/24/17,place,Unknown,2017-10-24T16:03:47-07:00,2017-10-24T16:08:47-07:00,300
10/24/17,move,transport,2017-10-24T16:08:47-07:00,2017-10-24T16:19:11-07:00,624
10/24/17,place,Unknown,2017-10-24T16:19:12-07:00,2017-10-24T22:22:08-07:00,21776
10/24/17,move,transport,2017-10-24T22:22:08-07:00,2017-10-24T22:34:43-07:00,755
10/24/17,place,Unknown,2017-10-24T22:34:44-07:00,2017-10-25T00:00:00-07:00,5116
