Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-05-2018","2,195","6,206","4.61","14","1,258","55","18","28","602"
"02-05-2018","2,166","5,274","3.92","9","1,362","30","11","37","551"
"03-05-2018","2,225","5,278","3.91","3","1,291","149","0","0","674"
"04-05-2018","2,253","5,579","4.14","3","1,048","111","9","18","692"
"05-05-2018","2,764","3,555","2.64","0","1,167","188","7","14","1,265"
"06-05-2018","2,519","5,446","4.05","6","1,153","150","3","28","1,011"
"07-05-2018","2,847","6,791","5.05","6","879","220","20","32","1,415"
"08-05-2018","3,035","15,044","11.18","88","697","210","47","47","1,615"
"09-05-2018","3,129","16,966","12.61","144","1,155","151","37","97","1,715"
"10-05-2018","2,461","8,312","6.18","46","1,134","201","5","16","999"
"11-05-2018","2,594","10,169","7.56","40","1,211","179","19","31","1,107"
"12-05-2018","1,920","6,446","4.79","7","1,372","68","0","0","297"
"13-05-2018","2,143","4,457","3.31","10","1,440","0","0","0","0"
"14-05-2018","2,224","5,300","3.94","15","1,440","0","0","0","0"
"15-05-2018","2,370","7,011","5.21","13","1,024","170","13","16","888"
"16-05-2018","2,253","4,652","3.46","10","1,178","181","0","0","735"
"17-05-2018","2,183","5,550","4.12","9","1,209","118","3","21","646"
"18-05-2018","2,220","4,368","3.25","10","989","138","0","10","649"
"19-05-2018","2,092","3,518","2.61","5","1,245","126","0","0","521"
"20-05-2018","2,136","4,216","3.13","8","1,080","131","0","0","560"
"21-05-2018","2,231","5,159","3.83","7","1,216","163","0","0","688"
"22-05-2018","2,519","8,474","6.3","16","1,182","137","20","22","952"
"23-05-2018","2,212","4,299","3.19","4","918","125","7","2","629"
"24-05-2018","2,489","6,291","4.67","14","1,198","242","0","0","985"
"25-05-2018","2,158","4,266","3.17","10","1,200","123","7","5","572"
"26-05-2018","2,367","5,753","4.27","18","1,242","198","0","0","845"
"27-05-2018","2,631","9,623","7.15","19","1,000","206","5","5","1,089"
"28-05-2018","2,373","6,332","4.7","5","1,302","105","6","27","789"
"29-05-2018","2,843","5,798","4.31","8","470","111","0","0","538"
"30-05-2018","2,119","3,933","2.92","1","569","106","0","0","513"
"31-05-2018","1,893","2,239","1.66","3","1,296","54","0","0","255"
