Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-07-2019","2,148","5,525","4.11","11","1,319","96","21","4","588"
"02-07-2019","2,174","5,462","4.06","16","1,320","104","14","2","606"
"03-07-2019","1,993","2,828","2.1","15","1,348","92","0","0","395"
"04-07-2019","2,086","3,290","2.44","9","1,341","91","5","3","495"
"05-07-2019","2,049","3,676","2.73","9","1,342","90","6","2","462"
"06-07-2019","2,170","4,742","3.52","16","1,235","135","0","0","621"
"07-07-2019","1,988","3,125","2.32","9","1,356","84","0","0","381"
"08-07-2019","1,977","2,638","1.96","11","1,364","76","0","0","353"
"09-07-2019","1,992","3,234","2.4","15","1,357","83","0","0","392"
"10-07-2019","2,034","3,097","2.3","19","1,349","82","8","1","427"
"11-07-2019","2,176","5,145","3.82","21","1,315","105","14","6","611"
"12-07-2019","2,176","3,864","2.87","13","1,301","130","5","4","612"
"13-07-2019","2,723","11,607","8.62","109","1,246","82","45","67","1,221"
"14-07-2019","2,289","5,325","3.96","46","1,304","104","13","19","687"
"15-07-2019","2,044","3,657","2.72","7","1,341","99","0","0","460"
"16-07-2019","2,009","2,818","2.09","10","1,355","73","11","1","400"
"17-07-2019","2,215","6,427","4.78","21","1,330","83","18","9","570"
"18-07-2019","1,953","2,360","1.75","5","1,295","62","8","1","335"
"19-07-2019","1,999","2,843","2.11","9","1,348","92","0","0","402"
"20-07-2019","3,269","18,406","13.68","7","1,103","230","32","75","1,926"
"21-07-2019","2,986","14,354","10.67","12","1,185","164","31","60","1,572"
"22-07-2019","2,625","9,757","7.25","1","1,158","168","11","21","1,144"
"23-07-2019","1,988","2,745","2.04","12","1,354","86","0","0","382"
"24-07-2019","2,295","6,105","4.54","12","1,283","133","21","3","748"
"25-07-2019","2,279","6,410","4.76","17","1,210","114","32","11","751"
"26-07-2019","2,216","5,177","3.85","17","1,305","112","17","6","651"
"27-07-2019","1,989","3,597","2.67","9","1,360","61","18","1","385"
"28-07-2019","2,068","4,797","3.56","8","1,340","66","25","9","487"
"29-07-2019","1,982","2,819","2.09","15","1,363","77","0","0","360"
"30-07-2019","2,270","6,412","4.76","13","1,284","121","21","14","749"
"31-07-2019","2,295","6,911","5.13","12","1,220","133","17","8","766"

