Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-08-2019","2,072","4,026","2.99","15","1,337","82","19","2","491"
"02-08-2019","2,035","3,297","2.45","11","1,347","93","0","0","429"
"03-08-2019","1,947","3,006","2.23","8","1,370","53","13","4","330"
"04-08-2019","1,973","2,284","1.7","8","1,354","86","0","0","367"
"05-08-2019","2,089","2,926","2.17","17","1,331","109","0","0","466"
"06-08-2019","2,099","4,746","3.53","13","1,336","89","7","8","510"
"07-08-2019","2,171","5,528","4.11","31","1,317","99","22","2","619"
"08-08-2019","2,196","5,769","4.29","28","1,303","112","14","11","645"
"09-08-2019","1,971","2,294","1.7","13","1,373","55","11","1","328"
"10-08-2019","2,984","14,935","11.1","78","1,182","110","69","79","1,550"
"11-08-2019","2,282","4,880","3.63","9","1,303","121","4","12","698"
"12-08-2019","2,024","3,554","2.64","20","1,350","90","0","0","419"
"13-08-2019","2,115","2,846","2.11","13","1,319","121","0","0","536"
"14-08-2019","2,273","5,863","4.36","11","1,312","98","10","20","684"
"15-08-2019","2,293","6,226","4.63","9","1,294","110","15","21","739"
"16-08-2019","2,025","2,494","1.85","10","1,164","97","0","0","409"
"17-08-2019","2,377","7,280","5.41","15","1,258","135","13","34","878"
"18-08-2019","2,335","6,902","5.12","14","1,301","88","9","42","809"
"19-08-2019","2,561","7,862","5.84","18","1,220","199","7","14","1,102"
"20-08-2019","2,435","7,354","5.46","20","1,246","166","10","18","933"
"21-08-2019","1,892","2,272","1.69","10","1,375","65","0","0","275"
"22-08-2019","2,228","3,201","2.38","15","1,241","126","3","8","665"
"23-08-2019","1,993","2,322","1.73","9","1,356","84","0","0","367"
"24-08-2019","3,621","21,144","15.71","198","1,046","215","84","95","2,336"
"25-08-2019","3,570","19,999","14.86","238","1,082","251","28","79","2,238"
"26-08-2019","2,087","4,150","3.08","10","1,223","98","17","1","523"
"27-08-2019","2,351","5,119","3.8","29","1,262","178","0","0","847"
"28-08-2019","2,189","5,352","3.98","19","1,310","106","12","12","635"
"29-08-2019","2,210","5,368","3.99","15","1,306","117","13","4","661"
"30-08-2019","2,167","3,424","2.54","11","1,311","122","6","1","589"
"31-08-2019","2,039","3,960","2.94","8","1,352","75","12","1","449"

