Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-09-2016","1,773","430","0.31","0","1,419","21","0","0","89"
"02-09-2016","2,783","9,892","7.35","60","1,150","234","34","22","1,347"
"03-09-2016","4,155","8,618","6.4","116","997","246","52","145","2,899"
"04-09-2016","2,526","6,673","4.96","57","1,231","171","20","18","991"
"05-09-2016","2,307","5,930","4.41","1","1,346","78","6","10","638"
"06-09-2016","2,774","8,192","6.09","61","1,207","171","24","38","1,277"
"07-09-2016","2,206","4,468","3.32","5","1,318","115","4","3","597"
"08-09-2016","2,556","8,656","6.66","7","1,194","120","24","30","996"
"09-09-2016","2,388","6,255","4.65","21","1,275","165","0","0","782"
"10-09-2016","2,311","6,096","4.53","33","1,303","96","7","34","748"
"11-09-2016","1,774","702","0.52","2","1,418","22","0","0","90"
"12-09-2016","1,695","0","0","0","1,440","0","0","0","0"
"13-09-2016","1,695","0","0","0","1,440","0","0","0","0"
"14-09-2016","1,695","0","0","0","1,440","0","0","0","0"
"15-09-2016","1,695","0","0","0","1,440","0","0","0","0"
"16-09-2016","1,958","2,165","1.61","2","1,290","61","0","0","318"
"17-09-2016","1,970","1,937","1.44","12","1,374","66","0","0","316"
"18-09-2016","2,482","9,489","7.05","9","1,265","116","24","35","951"
"19-09-2016","2,314","5,643","4.19","17","1,240","118","7","14","720"
"20-09-2016","2,400","5,400","4.01","24","1,301","92","7","40","844"
"21-09-2016","2,341","5,689","4.23","8","1,422","18","0","0","99"
"22-09-2016","2,344","5,310","3.95","45","1,320","78","29","13","657"
"23-09-2016","1,770","738","0.55","2","1,428","12","0","0","50"
"24-09-2016","1,722","0","0","0","1,434","6","0","0","28"
"25-09-2016","1,760","38","0.03","0","1,427","13","0","0","67"
"26-09-2016","1,747","138","0.1","0","1,431","9","0","0","41"
"27-09-2016","1,832","73","0.05","0","1,423","17","0","0","73"
"28-09-2016","2,479","5,530","4.11","25","1,154","197","21","7","997"
"29-09-2016","3,028","12,962","9.63","68","1,169","200","8","63","1,569"
"30-09-2016","2,208","4,945","3.67","6","1,272","168","0","0","680"

