"Date","Keys","Clicks"
"2016-03-09",7126,6657
"2016-03-10",2938,4861
"2016-03-11",5187,5957
"2016-03-12",7112,6622
"2016-03-13",6116,5917
"2016-03-14",3341,4060
"2016-03-15",5,29
