"Date","Keys","Clicks"
"2016-09-25",5123,3501
"2016-09-26",1604,2127
"2016-09-27",121,169
"2016-09-28",2106,1377
"2016-09-29",359,70
"2016-09-30",1572,3591
"2016-10-01",11,40
