"Date","Keys","Clicks"
"2016-05-12",6480,3761
"2016-05-13",3964,6084
"2016-05-14",1914,3279
"2016-05-15",4315,6230
"2016-05-16",3277,4599
"2016-05-17",3276,1716
"2016-05-18",93,36
