"Date","Keys","Clicks"
"2016-12-19",21088,6967
"2016-12-20",11406,6821
"2016-12-21",13776,6068
"2016-12-22",7038,2095
"2016-12-23",14819,4508
"2016-12-24",9117,4398
"2016-12-25",3,131
