"Date","Keys","Clicks"
"2016-11-15",5610,3602
"2016-11-16",1990,1122
"2016-11-17",4988,2826
"2016-11-18",3101,861
"2016-11-19",545,523
"2016-11-20",4019,984
"2016-11-21",564,308
