"Date","Keys","Clicks"
"2016-05-03",7951,5025
"2016-05-04",11934,4690
"2016-05-05",1971,1927
"2016-05-06",7935,3128
"2016-05-07",2790,1712
"2016-05-08",5538,2046
"2016-05-09",47,102
