"Date","Keys","Clicks"
"2016-04-05",3780,3236
"2016-04-06",7308,3368
"2016-04-07",7610,6397
"2016-04-08",351,397
"2016-04-09",8933,5924
"2016-04-10",2522,2149
"2016-04-11",3,17
