"Date","Keys","Clicks"
"2016-11-11",1369,488
"2016-11-12",2826,1653
"2016-11-13",3148,2320
"2016-11-14",12551,2743
"2016-11-15",5610,3602
"2016-11-16",1990,1122
"2016-11-17",1255,820
