"Date","Keys","Clicks"
"2016-08-27",3612,659
"2016-08-28",9318,3919
"2016-08-29",4099,1706
"2016-08-30",382,94
"2016-08-31",3396,1147
"2016-09-01",6928,4315
"2016-09-02",5729,2451
