"Date","Keys","Clicks"
"2017-03-15",8073,4700
"2017-03-16",8489,5585
"2017-03-17",4634,3461
"2017-03-18",9710,1558
"2017-03-19",2768,606
"2017-03-20",8939,4158
"2017-03-21",4,36
