"Date","Keys","Clicks"
"2018-07-04",10498,2612
"2018-07-05",17046,2856
"2018-07-06",11760,3651
"2018-07-07",10502,3049
"2018-07-08",14793,4146
"2018-07-09",12753,3832
"2018-07-10",4,25
