"Date","Keys","Clicks"
"2019-05-25",0,0
"2019-05-26",10264,3205
"2019-05-27",10557,2685
"2019-05-28",12504,3388
"2019-05-29",8503,1727
"2019-05-30",3043,664
"2019-05-31",11,13
