"Date","Keys","Clicks"
"2019-08-08",5911,3248
"2019-08-09",7006,4864
"2019-08-10",0,0
"2019-08-11",2004,1680
"2019-08-12",10519,5373
"2019-08-13",9571,2807
"2019-08-14",3,26
