"Date","Keys","Clicks"
"2019-04-30",6093,1541
"2019-05-01",1873,640
"2019-05-02",4544,2034
"2019-05-03",6079,1865
"2019-05-04",19070,1972
"2019-05-05",12463,2827
"2019-05-06",4,23
