"Date","Keys","Clicks"
"2019-09-17",6163,1544
"2019-09-18",6086,3530
"2019-09-19",14064,5145
"2019-09-20",7999,3213
"2019-09-21",1894,874
"2019-09-22",1328,579
"2019-09-23",3,25
