"Date","Keys","Clicks"
"2019-04-20",6477,1349
"2019-04-21",15060,3751
"2019-04-22",9043,3751
"2019-04-23",8169,1803
"2019-04-24",10677,2256
"2019-04-25",5545,2045
"2019-04-26",61,29
