"Date","Keys","Clicks"
"2018-11-26",8835,2864
"2018-11-27",8053,1219
"2018-11-28",4830,1481
"2018-11-29",7996,2085
"2018-11-30",7268,942
"2018-12-01",5402,1106
"2018-12-02",271,291
