"Date","Keys","Clicks"
"2019-08-03",17796,3744
"2019-08-04",7615,4599
"2019-08-05",5836,2528
"2019-08-06",13879,3490
"2019-08-07",8331,3577
"2019-08-08",5911,3248
"2019-08-09",4,40
