Date,Type,Name,Start,End,Duration
6/30/18,place,Unknown,2018-06-30T00:00:00-07:00,2018-06-30T08:53:00-07:00,31980
6/30/18,move,transport,2018-06-30T08:53:00-07:00,2018-06-30T08:56:14-07:00,194
6/30/18,place,Unknown,2018-06-30T08:56:15-07:00,2018-06-30T14:49:01-07:00,21166
6/30/18,move,transport,2018-06-30T14:49:01-07:00,2018-06-30T15:28:40-07:00,2379
6/30/18,place,Unknown,2018-06-30T15:28:41-07:00,2018-06-30T15:38:12-07:00,571
6/30/18,move,walking,2018-06-30T15:38:12-07:00,2018-06-30T15:57:01-07:00,1129
6/30/18,place,Unknown,2018-06-30T15:57:02-07:00,2018-06-30T17:04:08-07:00,4026
6/30/18,move,walking,2018-06-30T17:04:08-07:00,2018-06-30T17:11:17-07:00,429
6/30/18,place,Unknown,2018-06-30T17:11:18-07:00,2018-06-30T17:26:04-07:00,886
6/30/18,move,transport,2018-06-30T17:26:04-07:00,2018-06-30T18:08:05-07:00,2521
6/30/18,place,Unknown,2018-06-30T18:08:06-07:00,2018-06-30T19:20:19-07:00,4333
6/30/18,place,Unknown,2018-06-30T19:20:20-07:00,2018-06-30T22:16:58-07:00,10598
6/30/18,move,transport,2018-06-30T22:16:58-07:00,2018-06-30T22:31:56-07:00,898
6/30/18,place,Unknown,2018-06-30T22:31:56-07:00,2018-07-01T00:00:00-07:00,5284
