Date,Type,Name,Start,End,Duration
5/1/18,move,transport,2018-05-01T09:04:57-07:00,2018-05-01T09:08:23-07:00,206
5/1/18,place,Unknown,2018-05-01T09:08:24-07:00,2018-05-01T14:51:34-07:00,20590
5/1/18,place,Unknown,2018-05-01T15:04:27-07:00,2018-05-01T15:28:01-07:00,1414
5/1/18,move,transport,2018-05-01T15:28:01-07:00,2018-05-01T15:37:40-07:00,579
5/1/18,place,Unknown,2018-05-01T15:37:41-07:00,2018-05-01T15:51:09-07:00,808
5/1/18,move,walking,2018-05-01T15:51:09-07:00,2018-05-01T16:07:12-07:00,963
5/1/18,place,Unknown,2018-05-01T16:07:13-07:00,2018-05-01T16:09:37-07:00,144
5/1/18,move,walking,2018-05-01T16:09:37-07:00,2018-05-01T16:31:14-07:00,1297
5/1/18,move,transport,2018-05-01T16:31:14-07:00,2018-05-01T16:41:25-07:00,611
5/1/18,place,Unknown,2018-05-01T16:41:26-07:00,2018-05-01T21:20:27-07:00,16741
