Date,Type,Name,Start,End,Duration
7/5/18,place,Unknown,2018-07-05T00:00:00-07:00,2018-07-05T08:36:52-07:00,31012
7/5/18,move,transport,2018-07-05T08:36:52-07:00,2018-07-05T08:53:32-07:00,1000
7/5/18,place,Unknown,2018-07-05T08:53:32-07:00,2018-07-05T08:57:39-07:00,247
7/5/18,place,Unknown,2018-07-05T08:57:40-07:00,2018-07-05T09:19:09-07:00,1289
7/5/18,place,Unknown,2018-07-05T09:19:10-07:00,2018-07-05T12:47:39-07:00,12509
7/5/18,move,transport,2018-07-05T12:47:39-07:00,2018-07-05T12:51:31-07:00,232
7/5/18,place,Unknown,2018-07-05T12:51:32-07:00,2018-07-05T12:56:01-07:00,269
7/5/18,move,transport,2018-07-05T12:56:01-07:00,2018-07-05T13:11:12-07:00,911
7/5/18,place,Unknown,2018-07-05T13:11:13-07:00,2018-07-05T14:30:16-07:00,4743
7/5/18,move,transport,2018-07-05T14:30:16-07:00,2018-07-05T14:42:35-07:00,739
7/5/18,place,Unknown,2018-07-05T14:42:36-07:00,2018-07-05T14:50:50-07:00,494
7/5/18,move,walking,2018-07-05T14:50:50-07:00,2018-07-05T15:04:08-07:00,798
7/5/18,place,Unknown,2018-07-05T15:04:09-07:00,2018-07-05T16:00:24-07:00,3375
7/5/18,move,walking,2018-07-05T16:00:24-07:00,2018-07-05T16:11:02-07:00,638
7/5/18,move,transport,2018-07-05T16:11:02-07:00,2018-07-05T16:18:53-07:00,471
7/5/18,place,Unknown,2018-07-05T16:18:54-07:00,2018-07-05T21:29:01-07:00,18607
7/5/18,place,Unknown,2018-07-05T21:29:01-07:00,2018-07-05T21:42:52-07:00,831
7/5/18,place,Unknown,2018-07-05T21:42:52-07:00,2018-07-05T22:41:57-07:00,3545
7/5/18,move,transport,2018-07-05T22:41:57-07:00,2018-07-05T22:47:58-07:00,361
7/5/18,place,Unknown,2018-07-05T22:47:59-07:00,2018-07-06T00:00:00-07:00,4321
