Date,Activity,Group,Duration,Distance,Steps,Calories
10/30/17,transport,transport,3055,14.254,0,0
10/30/17,walking,walking,33,0.016,50,1
10/31/17,transport,transport,2102,9.249,0,0
10/31/17,walking,walking,5699,3.826,8739,366
11/1/17,transport,transport,3533,10.341,0,0
11/1/17,walking,walking,2082,1.279,3171,122
11/2/17,transport,transport,3922,15.296,0,0
11/2/17,walking,walking,74,0.034,111,3
11/3/17,transport,transport,4026,19.359,0,0
11/3/17,walking,walking,3096,2.426,4409,232
11/4/17,walking,walking,1410,1.095,2076,105
11/4/17,transport,transport,2326,6.518,0,0
11/5/17,walking,walking,1851,1.635,2974,156
11/5/17,transport,transport,19310,1627.116,0,0
