Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
4/23/18,transport,transport,2018-04-23T07:50:51-07:00,2018-04-23T07:59:29-07:00,518,2.431,0,0
4/23/18,walking,walking,2018-04-23T12:39:20-07:00,2018-04-23T12:39:39-07:00,19,0.009,30,1
4/23/18,transport,transport,2018-04-23T12:52:41-07:00,2018-04-23T13:03:23-07:00,642,3.631,0,0
4/23/18,transport,transport,2018-04-23T13:39:04-07:00,2018-04-23T14:22:20-07:00,2596,10.606,0,0
4/23/18,walking,walking,2018-04-23T14:42:03-07:00,2018-04-23T14:44:27-07:00,144,0.101,216,10
4/23/18,walking,walking,2018-04-23T14:44:58-07:00,2018-04-23T15:17:45-07:00,1967,1.345,2985,128
4/23/18,walking,walking,2018-04-23T15:22:11-07:00,2018-04-23T15:35:03-07:00,772,0.305,763,29
4/23/18,walking,walking,2018-04-23T15:41:46-07:00,2018-04-23T15:47:09-07:00,323,0.226,485,22
4/23/18,walking,walking,2018-04-23T15:50:54-07:00,2018-04-23T15:53:38-07:00,164,0.115,246,11
4/23/18,walking,walking,2018-04-23T16:08:41-07:00,2018-04-23T16:09:54-07:00,73,0.034,110,3
4/23/18,walking,walking,2018-04-23T16:15:38-07:00,2018-04-23T16:19:32-07:00,234,0.163,351,16
4/23/18,walking,walking,2018-04-23T16:51:39-07:00,2018-04-23T17:07:15-07:00,936,0.510,1446,49
4/23/18,walking,walking,2018-04-23T17:10:20-07:00,2018-04-23T17:42:10-07:00,1910,1.435,3344,137
4/23/18,walking,walking,2018-04-23T17:43:48-07:00,2018-04-23T17:44:48-07:00,60,0.028,90,3
4/23/18,transport,transport,2018-04-23T19:44:09-07:00,2018-04-23T19:55:51-07:00,702,8.847,0,0
4/23/18,transport,transport,2018-04-23T20:45:02-07:00,2018-04-23T20:52:42-07:00,460,1.591,0,0
4/23/18,transport,transport,2018-04-23T21:02:16-07:00,2018-04-23T21:05:15-07:00,179,0.421,0,0
4/23/18,transport,transport,2018-04-23T21:16:39-07:00,2018-04-23T21:22:40-07:00,361,0.441,0,0
4/23/18,transport,transport,2018-04-23T21:44:27-07:00,2018-04-23T21:48:57-07:00,270,1.148,0,0
4/23/18,transport,transport,2018-04-23T22:18:14-07:00,2018-04-23T22:26:55-07:00,521,1.609,0,0
4/24/18,transport,transport,2018-04-24T08:03:04-07:00,2018-04-24T08:14:40-07:00,696,2.753,0,0
4/24/18,transport,transport,2018-04-24T12:03:43-07:00,2018-04-24T12:10:27-07:00,404,3.639,0,0
4/24/18,transport,transport,2018-04-24T12:46:55-07:00,2018-04-24T12:57:42-07:00,647,4.527,0,0
4/24/18,walking,walking,2018-04-24T13:08:11-07:00,2018-04-24T13:08:44-07:00,33,0.016,50,1
4/24/18,walking,walking,2018-04-24T13:11:57-07:00,2018-04-24T13:44:33-07:00,1956,1.242,2913,118
4/24/18,walking,walking,2018-04-24T13:48:43-07:00,2018-04-24T13:57:18-07:00,515,0.170,546,16
4/24/18,walking,walking,2018-04-24T13:59:31-07:00,2018-04-24T13:59:45-07:00,14,0.006,21,1
4/24/18,walking,walking,2018-04-24T14:00:00-07:00,2018-04-24T14:03:09-07:00,189,0.088,139,8
4/24/18,walking,walking,2018-04-24T14:15:58-07:00,2018-04-24T14:29:45-07:00,827,0.258,833,25
4/24/18,walking,walking,2018-04-24T14:29:46-07:00,2018-04-24T14:29:49-07:00,3,0.002,6,0
4/24/18,walking,walking,2018-04-24T14:30:29-07:00,2018-04-24T14:59:12-07:00,1723,1.117,2865,107
4/24/18,walking,walking,2018-04-24T15:01:49-07:00,2018-04-24T15:02:22-07:00,33,0.016,50,1
4/24/18,transport,transport,2018-04-24T15:11:05-07:00,2018-04-24T15:51:09-07:00,2404,17.178,0,0
4/24/18,walking,walking,2018-04-24T16:22:18-07:00,2018-04-24T16:22:51-07:00,33,0.016,50,1
4/24/18,walking,walking,2018-04-24T20:36:58-07:00,2018-04-24T20:37:27-07:00,29,0.016,50,1
4/24/18,transport,transport,2018-04-24T22:16:48-07:00,2018-04-24T22:35:11-07:00,1103,4.122,0,0
4/25/18,transport,transport,2018-04-25T08:12:01-07:00,2018-04-25T08:20:46-07:00,525,2.228,0,0
4/25/18,walking,walking,2018-04-25T08:49:20-07:00,2018-04-25T08:49:46-07:00,26,0.012,40,1
4/25/18,transport,transport,2018-04-25T12:51:22-07:00,2018-04-25T13:00:00-07:00,518,4.657,0,0
4/25/18,transport,transport,2018-04-25T14:27:01-07:00,2018-04-25T14:30:32-07:00,211,0.349,0,0
4/25/18,walking,walking,2018-04-25T14:30:32-07:00,2018-04-25T14:43:18-07:00,766,0.362,1166,35
4/25/18,walking,walking,2018-04-25T14:54:43-07:00,2018-04-25T14:56:23-07:00,100,0.047,151,4
4/25/18,transport,transport,2018-04-25T15:01:18-07:00,2018-04-25T15:12:10-07:00,652,6.452,0,0
4/25/18,walking,walking,2018-04-25T20:03:54-07:00,2018-04-25T20:04:27-07:00,33,0.016,50,1
4/25/18,transport,transport,2018-04-25T21:52:09-07:00,2018-04-25T22:02:35-07:00,626,4.117,0,0
4/26/18,transport,transport,2018-04-26T08:00:48-07:00,2018-04-26T08:09:24-07:00,516,2.415,0,0
4/26/18,transport,transport,2018-04-26T09:13:54-07:00,2018-04-26T10:04:48-07:00,3054,10.045,0,0
4/26/18,transport,transport,2018-04-26T10:34:08-07:00,2018-04-26T10:40:50-07:00,402,1.770,0,0
4/26/18,transport,transport,2018-04-26T12:12:09-07:00,2018-04-26T12:19:03-07:00,414,0.772,0,0
4/26/18,walking,walking,2018-04-26T12:57:57-07:00,2018-04-26T13:00:56-07:00,179,0.127,237,12
4/26/18,walking,walking,2018-04-26T13:05:44-07:00,2018-04-26T13:06:04-07:00,20,0.009,30,1
4/27/18,transport,transport,2018-04-27T21:46:31-07:00,2018-04-27T22:03:11-07:00,1000,0.756,0,0
4/28/18,transport,transport,2018-04-28T07:28:28-07:00,2018-04-28T08:08:27-07:00,2399,20.856,0,0
4/28/18,walking,walking,2018-04-28T08:20:25-07:00,2018-04-28T08:20:44-07:00,19,0.009,30,1
4/28/18,transport,transport,2018-04-28T10:26:55-07:00,2018-04-28T10:37:10-07:00,615,0.941,0,0
4/28/18,walking,walking,2018-04-28T10:52:03-07:00,2018-04-28T10:52:42-07:00,39,0.019,60,2
4/28/18,walking,walking,2018-04-28T14:39:11-07:00,2018-04-28T14:39:40-07:00,29,0.012,40,1
4/28/18,transport,transport,2018-04-28T17:05:52-07:00,2018-04-28T17:14:06-07:00,494,1.758,0,0
4/28/18,transport,transport,2018-04-28T17:25:15-07:00,2018-04-28T17:57:26-07:00,1931,15.531,0,0
4/28/18,transport,transport,2018-04-28T18:14:17-07:00,2018-04-28T18:22:19-07:00,482,1.605,0,0
4/28/18,transport,transport,2018-04-28T18:41:29-07:00,2018-04-28T18:46:42-07:00,313,0.797,0,0
4/29/18,transport,transport,2018-04-29T08:55:06-07:00,2018-04-29T09:03:48-07:00,522,1.216,0,0
4/29/18,transport,transport,2018-04-29T16:05:39-07:00,2018-04-29T16:22:03-07:00,984,2.516,0,0
4/29/18,walking,walking,2018-04-29T16:22:03-07:00,2018-04-29T16:49:31-07:00,1648,1.251,2832,119
4/29/18,walking,walking,2018-04-29T16:51:55-07:00,2018-04-29T17:14:21-07:00,1346,1.018,2192,97
4/29/18,transport,transport,2018-04-29T17:29:37-07:00,2018-04-29T17:37:43-07:00,486,2.508,0,0
4/29/18,transport,transport,2018-04-29T18:01:05-07:00,2018-04-29T18:07:06-07:00,361,2.434,0,0
4/29/18,transport,transport,2018-04-29T21:54:35-07:00,2018-04-29T21:58:59-07:00,264,1.713,0,0
