"Date","Keys","Clicks"
"2016-02-11",8266,6384
"2016-02-12",10008,5611
"2016-02-13",7584,6764
"2016-02-14",6219,3985
"2016-02-15",9129,5297
"2016-02-16",3051,6754
"2016-02-17",3,36
