"Date","Keys","Clicks"
"2016-07-17",3520,1643
"2016-07-18",9816,4117
"2016-07-19",11622,4311
"2016-07-20",11330,3057
"2016-07-21",8677,2977
"2016-07-22",9050,3222
"2016-07-23",4,13
