"Date","Keys","Clicks"
"2016-04-28",3050,3836
"2016-04-29",5170,2541
"2016-04-30",12232,3560
"2016-05-01",7106,5664
"2016-05-02",7941,4589
"2016-05-03",7951,5025
"2016-05-04",2,25
