"Date","Keys","Clicks"
"2016-09-20",6149,3984
"2016-09-21",3234,3540
"2016-09-22",716,45
"2016-09-23",1127,1516
"2016-09-24",1862,2422
"2016-09-25",5123,3501
"2016-09-26",16,16
