"Date","Keys","Clicks"
"2016-10-14",6207,2311
"2016-10-15",14719,2836
"2016-10-16",2618,1084
"2016-10-17",2893,300
"2016-10-18",2339,794
"2016-10-19",518,34
"2016-10-20",737,96
