"Date","Keys","Clicks"
"2016-07-04",11698,5499
"2016-07-05",8892,4594
"2016-07-06",11105,4699
"2016-07-07",5992,3041
"2016-07-08",20253,2511
"2016-07-09",6355,1114
"2016-07-10",3,18
