"Date","Keys","Clicks"
"2016-04-14",1192,691
"2016-04-15",3375,1496
"2016-04-16",6840,5226
"2016-04-17",6466,5824
"2016-04-18",10804,6710
"2016-04-19",5427,3474
"2016-04-20",3,19
