Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/28/18,transport,transport,2018-06-28T08:51:10-07:00,2018-06-28T08:56:39-07:00,329,2.645,0,0
6/28/18,walking,walking,2018-06-28T08:59:09-07:00,2018-06-28T09:00:30-07:00,81,0.043,142,4
6/28/18,walking,walking,2018-06-28T10:23:15-07:00,2018-06-28T10:23:44-07:00,29,0.009,30,1
6/28/18,walking,walking,2018-06-28T13:04:04-07:00,2018-06-28T13:04:06-07:00,2,0.001,3,0
6/28/18,walking,walking,2018-06-28T13:04:24-07:00,2018-06-28T13:04:30-07:00,6,0.003,10,0
6/28/18,transport,transport,2018-06-28T13:21:25-07:00,2018-06-28T13:29:18-07:00,473,3.025,0,0
6/28/18,transport,transport,2018-06-28T15:57:58-07:00,2018-06-28T16:07:19-07:00,561,2.014,0,0
6/28/18,walking,walking,2018-06-28T16:10:47-07:00,2018-06-28T16:11:20-07:00,33,0.016,50,1
6/28/18,walking,walking,2018-06-28T16:15:59-07:00,2018-06-28T16:22:30-07:00,391,0.250,547,24
6/28/18,walking,walking,2018-06-28T16:23:50-07:00,2018-06-28T16:27:30-07:00,220,0.153,330,15
6/28/18,walking,walking,2018-06-28T16:31:18-07:00,2018-06-28T16:44:48-07:00,810,0.406,1309,39
6/28/18,transport,transport,2018-06-28T16:44:49-07:00,2018-06-28T17:14:45-07:00,1796,1.727,0,0
6/28/18,walking,walking,2018-06-28T17:17:34-07:00,2018-06-28T17:18:04-07:00,30,0.022,29,2
6/28/18,transport,transport,2018-06-28T21:58:27-07:00,2018-06-28T22:07:35-07:00,548,2.541,0,0
