Date,Type,Name,Start,End,Duration
12/11/17,place,Unknown,2017-12-11T00:00:00-07:00,2017-12-11T11:23:11-07:00,40991
12/11/17,move,transport,2017-12-11T11:23:11-07:00,2017-12-11T11:39:51-07:00,1000
12/11/17,place,Unknown,2017-12-11T11:39:51-07:00,2017-12-11T13:30:53-07:00,6662
12/11/17,move,transport,2017-12-11T13:30:53-07:00,2017-12-11T13:49:52-07:00,1139
12/11/17,place,Unknown,2017-12-11T13:49:53-07:00,2017-12-11T13:56:46-07:00,413
12/11/17,move,walking,2017-12-11T13:56:46-07:00,2017-12-11T14:02:55-07:00,369
12/11/17,place,Unknown,2017-12-11T14:02:56-07:00,2017-12-11T14:10:59-07:00,483
12/11/17,move,transport,2017-12-11T14:10:59-07:00,2017-12-11T14:30:29-07:00,1170
12/11/17,place,Unknown,2017-12-11T14:30:30-07:00,2017-12-11T19:46:46-07:00,18976
12/11/17,move,walking,2017-12-11T19:46:46-07:00,2017-12-11T19:50:26-07:00,220
12/11/17,place,Unknown,2017-12-11T19:50:27-07:00,2017-12-11T20:08:21-07:00,1074
12/11/17,move,transport,2017-12-11T20:08:21-07:00,2017-12-11T20:12:00-07:00,219
12/11/17,place,Unknown,2017-12-11T20:12:00-07:00,2017-12-11T22:15:11-07:00,7391
12/11/17,move,transport,2017-12-11T22:15:11-07:00,2017-12-11T22:24:36-07:00,565
12/11/17,place,Unknown,2017-12-11T22:24:37-07:00,2017-12-12T00:00:00-07:00,5723
12/12/17,place,Unknown,2017-12-12T00:00:00-07:00,2017-12-12T08:28:25-07:00,30505
12/12/17,move,transport,2017-12-12T08:28:25-07:00,2017-12-12T08:35:06-07:00,401
12/12/17,place,Unknown,2017-12-12T08:35:06-07:00,2017-12-12T16:54:18-07:00,29952
12/12/17,move,transport,2017-12-12T16:54:18-07:00,2017-12-12T17:09:00-07:00,882
12/12/17,place,Unknown,2017-12-12T17:09:01-07:00,2017-12-12T20:48:01-07:00,13140
12/12/17,move,transport,2017-12-12T20:48:01-07:00,2017-12-12T20:50:03-07:00,122
12/12/17,place,Unknown,2017-12-12T20:50:04-07:00,2017-12-13T00:00:00-07:00,11396
12/13/17,place,Unknown,2017-12-13T00:00:00-07:00,2017-12-13T09:45:19-07:00,35119
12/13/17,move,walking,2017-12-13T09:45:19-07:00,2017-12-13T09:50:52-07:00,333
12/13/17,place,Unknown,2017-12-13T09:50:52-07:00,2017-12-13T11:12:17-07:00,4885
12/14/17,place,Unknown,2017-12-14T13:43:18-07:00,2017-12-14T16:07:51-07:00,8673
12/14/17,move,walking,2017-12-14T16:07:51-07:00,2017-12-14T16:13:22-07:00,331
12/14/17,place,Unknown,2017-12-14T16:13:23-07:00,2017-12-14T16:15:11-07:00,108
12/14/17,move,walking,2017-12-14T16:15:11-07:00,2017-12-14T16:20:10-07:00,299
12/14/17,place,Unknown,2017-12-14T16:22:54-07:00,2017-12-14T16:44:00-07:00,1266
12/14/17,move,walking,2017-12-14T16:44:00-07:00,2017-12-14T16:56:06-07:00,726
12/14/17,place,Unknown,2017-12-14T16:56:07-07:00,2017-12-14T17:00:58-07:00,291
12/14/17,move,walking,2017-12-14T17:00:58-07:00,2017-12-14T17:11:23-07:00,625
12/14/17,place,Unknown,2017-12-14T17:11:24-07:00,2017-12-14T17:22:39-07:00,675
12/14/17,place,Unknown,2017-12-14T17:22:40-07:00,2017-12-14T17:33:07-07:00,627
12/14/17,move,transport,2017-12-14T17:33:07-07:00,2017-12-14T18:05:38-07:00,1951
12/14/17,place,Unknown,2017-12-14T18:05:39-07:00,2017-12-14T20:35:11-07:00,8972
12/14/17,place,Unknown,2017-12-14T20:35:12-07:00,2017-12-14T22:02:13-07:00,5221
12/14/17,place,Unknown,2017-12-14T22:02:14-07:00,2017-12-14T22:13:32-07:00,678
12/14/17,place,Unknown,2017-12-14T22:13:33-07:00,2017-12-14T22:49:46-07:00,2173
12/14/17,move,transport,2017-12-14T22:49:46-07:00,2017-12-14T22:58:57-07:00,551
12/14/17,place,Unknown,2017-12-14T22:58:58-07:00,2017-12-15T00:00:00-07:00,3662
12/15/17,place,Unknown,2017-12-15T00:00:00-07:00,2017-12-15T10:23:42-07:00,37422
12/15/17,move,transport,2017-12-15T10:23:42-07:00,2017-12-15T10:40:22-07:00,1000
12/15/17,place,Unknown,2017-12-15T10:40:22-07:00,2017-12-15T10:43:38-07:00,196
12/15/17,place,Unknown,2017-12-15T10:43:39-07:00,2017-12-15T12:10:37-07:00,5218
12/15/17,move,transport,2017-12-15T12:10:37-07:00,2017-12-15T12:26:00-07:00,923
12/15/17,place,Unknown,2017-12-15T12:26:00-07:00,2017-12-15T12:51:28-07:00,1528
12/15/17,move,transport,2017-12-15T12:51:28-07:00,2017-12-15T12:57:02-07:00,334
12/15/17,move,transport,2017-12-15T13:05:13-07:00,2017-12-15T13:06:15-07:00,62
12/15/17,move,transport,2017-12-15T13:08:00-07:00,2017-12-15T13:10:36-07:00,156
12/15/17,place,Unknown,2017-12-15T13:10:37-07:00,2017-12-15T13:43:18-07:00,1961
