Date,Average weight (kg),Max weight (kg),Min weight (kg),Calories (kcal),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Step count,Distance (m),Average speed (m/s),Max speed (m/s),Min speed (m/s),Move Minutes count,Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms)
2019-10-24,,,,1851.7915031928333,15.0,15,-8.6643359,115.1271681,-8.6408555,115.1365961,4135,3195.962134718895,1.1856155316992185,15.961548805236816,0.25064536929130554,62,691838,75245755,2854089,
2019-10-25,,,,1896.2767385512461,26.0,26,-8.6617215,115.1265301,-8.6413208,115.1422254,4653,4544.613535404205,0.996136071668628,9.753308296203613,0.2452581226825714,74,1384124,77179559,2865079,
2019-10-26,,,,1733.7359749035752,,,-8.6616344,115.1329645,-8.6613778,115.1331127,2456,950.0804672241211,1.1921892294966314,12.361449241638184,0.3271608054637909,29,,77627290,1647103,
2019-10-27,,,,1959.8695415824466,20.0,18,-8.6627906,115.1290493,-8.641354,115.1426411,5917,4002.062511920929,1.2812093568322516,14.886082649230957,0.01946360617876053,76,363719,71732769,4988982,
2019-10-28,,,,1913.4501721092065,10.0,10,-8.6682291,115.1351068,-8.6636082,115.1401511,6075,3053.0312221348286,1.067498940432892,13.907180786132812,0.018272239714860916,72,,74459185,4470981,69749
2019-10-29,,,,2131.4040088830693,5.0,5,-8.8130341,115.1033076,-8.6502322,115.1699012,12007,7349.636155441403,1.362576482023943,16.71381378173828,0.0,156,,62187110,8247530,
2019-10-30,,,,1910.9106250120217,11.0,11,-8.6611337,115.1211209,-8.64144,115.1379633,5747,3503.058432996273,0.49104326087569733,13.37188720703125,0.24746397137641907,79,551583,76366530,3993125,
2019-10-31,,,,1749.4284020670636,2.0,2,-8.6641288,115.1356379,-8.6641288,115.1356379,3327,1772.2160878181458,0.43946770123894385,9.703352928161621,0.24570854008197784,38,,79918850,1907561,
2019-11-01,,,,1935.7300530430157,13.0,13,-8.661936,115.1228848,-8.6533574,115.1332233,7196,4083.125862121582,0.5602217320449978,11.09093952178955,0.2504235804080963,82,428891,75985458,4541215,
2019-11-02,,,,1837.8708786581087,23.0,23,-8.6591572,115.1212243,-8.6516474,115.1298769,5399,3108.555777192116,1.108805364805021,3.977693796157837,0.2558199167251587,56,,75256360,3375515,
2019-11-03,,,,1766.7179142315078,6.0,6,-8.6587209,115.1242028,-8.6544254,115.1289733,3386,2104.282008767128,0.7572767372272027,13.883728981018066,0.05919107422232628,35,,47432585,2194531,
2019-11-04,,,,1888.5942880571006,12.0,12,-8.6616154,115.1278666,-8.645405,115.136046,5381,3825.7758224010468,0.6605431150499672,2.250180959701538,0.26694250106811523,66,,78305391,4007162,92240
2019-11-05,,,,1768.4713481925116,17.0,17,-8.6455931,115.1057652,-8.6440743,115.1120581,5148,3266.6751525104046,0.5270608084477668,10.958500862121582,0.05339622125029564,57,136009,75815948,1865840,93173
2019-11-06,,,,1984.4561886314573,12.0,12,-8.6212111,115.0830716,-8.6120632,115.0888472,8459,5011.272849917412,1.0903107904832687,16.388818740844727,0.14907757937908173,110,,75199037,5800995,
2019-11-07,,,,1881.3396898720905,15.0,15,-8.6595551,115.1236481,-8.6530178,115.1300664,5242,2710.0333973169327,0.8353453723429505,15.034184455871582,0.07203477621078491,68,648044,79890481,3306266,
2019-11-08,,,,1753.9562296446738,8.0,8,-8.6617039,115.1280175,-8.6578204,115.1331881,3660,2037.0103917121887,0.5489601336919753,2.200000047683716,0.2814646363258362,39,,76875102,1982718,
2019-11-09,,,,1818.4463058284052,4.0,4,-8.6616519,115.1296996,-8.659166,115.1331643,4661,3054.459245622158,0.9933517125309312,16.519668579101562,0.1143469586968422,58,,55056047,3053112,
2019-11-10,,,,1833.0797940027653,14.0,14,-8.6785445,115.1234052,-8.64144,115.1665354,5198,3220.1421744823456,0.7177006686314544,7.672769546508789,0.254311740398407,64,,77395179,3295994,
2019-11-11,,,,1978.520042612661,41.0,41,-8.6625451,115.1233304,-8.6412266,115.1337694,5162,3364.1654639989138,1.0880120960853914,12.411152839660645,0.0,93,2221393,77623287,3334967,
2019-11-12,,,,1870.7373993017663,6.0,6,-8.6667506,115.1233338,-8.648963,115.1391895,5373,3101.352477401495,0.6742148870028306,7.492126941680908,0.23932267725467682,65,,77137273,3921029,
2019-11-13,,,,1679.6130262030667,,,,,,,2103,1129.1299399137497,0.7090596786216311,3.753411054611206,0.2582002580165863,24,,81819967,748779,
2019-11-14,,,,1657.8715560918008,,,,,,,878,454.9015779495239,1.0824138855698868,9.408965110778809,0.27806511521339417,7,,82243686,357858,
2019-11-15,,,,1784.7701477125943,1.0,1,-8.6617001,115.1301402,-8.650204,115.133715,2822,1603.0018664598465,1.5949891511025258,12.565447807312012,0.23015758395195007,30,,78454207,2494160,
2019-11-16,,,,1663.66086948345,,,,,,,1633,856.8240222930908,1.5333909773352565,18.240203857421875,0.24102316796779633,22,,80298964,468496,
2019-11-17,,,,1888.5523965029997,7.0,7,-8.6616764,115.1231325,-8.6516758,115.1338721,5753,4520.272237762809,1.1923260937451226,10.322779655456543,0.2558199167251587,73,,76742719,3385704,126401
2019-11-18,,,,1848.8112355138815,10.0,10,-8.65887,115.1217901,-8.6491443,115.1295971,5523,4807.323911905289,0.8963407632224979,6.0528059005737305,0.2558199167251587,68,,79829911,3290584,
2019-11-19,,,,1761.3724357340113,12.0,12,-8.6409933,115.1286245,-8.6409933,115.1286245,2387,2062.0761326551437,0.6826634017607286,7.104941368103027,0.03739754855632782,43,791393,79545488,1259685,
2019-11-20,,,,1826.6303720349838,8.0,8,-8.6617684,115.1272595,-8.6570725,115.1330879,4577,2689.2622191905975,0.9572152790642727,3.2200000286102295,0.2558199167251587,57,,80435446,3051283,60395
2019-11-21,,,,1753.8081245121946,,,-8.6485593,115.124316,-8.6480773,115.1250769,2524,1468.2730703353882,0.7574695440947934,1.4189552068710327,0.2678840160369873,40,,81516685,1769309,92545
2019-11-22,,,,1693.7806306721836,1.0,1,,,,,1442,840.2166938781738,0.9554571339615738,11.637178421020508,0.10431645810604095,15,,84713873,983933,
2019-11-23,,,,1741.124707679639,,,,,,,3086,1878.3314889669418,1.2991298728639078,19.049232482910156,0.2530832290649414,41,,76529534,1752269,
2019-11-24,,,,1846.2028583529432,15.0,15,-8.661909,115.1226152,-8.6462253,115.1343147,6064,3707.398605823517,1.2544706614188283,13.050294876098633,0.2558199167251587,70,,80397068,3513812,
2019-11-25,,,,1818.256125406784,1.0,1,-8.6617867,115.1309118,-8.6598313,115.1332081,4455,3108.31030189991,0.716802605450674,7.6359148025512695,0.26694250106811523,62,,79910460,2714262,65066
2019-11-26,,,,1856.0236732438977,20.0,20,-8.654346,115.1171023,-8.6420391,115.1294982,6072,3948.628247022629,0.9496923494050449,4.73521089553833,0.26407939195632935,73,,79670836,3671676,
2019-11-27,,,,1686.1643219753753,7.0,7,,,,,1859,1135.2739701271057,1.2454184623412117,12.431241989135742,0.10445280373096466,36,449807,83553426,376602,
2019-11-28,,,,1732.2175234219242,13.0,13,,,,,1508,997.9934515953064,0.8161853693808722,10.617267608642578,0.25999680161476135,32,832134,82191120,692356,
2019-11-29,,,,1838.3343586391616,13.0,13,-8.6621842,115.1231512,-8.6462779,115.1345407,5531,3484.4310001134872,1.4385860671347224,14.645023345947266,0.1991022676229477,61,,79335345,3383210,
2019-11-30,,,,1764.421919702568,3.0,3,-8.6617069,115.1305029,-8.659817,115.133089,3594,2289.4804521799088,0.8272203727805897,12.535209655761719,0.2558199167251587,45,,80772612,2153235,
2019-12-01,,,,1874.8747236242239,9.0,9,-8.6632729,115.1245535,-8.6480211,115.1343262,6582,4089.3586366176605,0.9264732180904567,14.37086009979248,0.2558199167251587,79,,79392208,3989697,
2019-12-02,,,,1903.3012433234035,24.0,24,-8.6521356,115.1141389,-8.6452726,115.1276736,5028,4111.88022147119,1.0852193579668679,12.953712463378906,0.2558199167251587,78,1169116,80226512,3174663,
2019-12-03,,,,1907.5623667276604,8.0,8,-8.6527094,115.1171033,-8.6480832,115.1250395,5780,2911.417795419693,1.0838472225508213,3.696645975112915,0.012810543179512024,68,,78288865,4401907,
2019-12-04,,,,1699.6373955148995,,,,,,,1762,1060.4887056350708,0.9864338540302876,2.1111176013946533,0.2558199167251587,26,,81518493,1081139,
2019-12-05,,,,1888.2437847721378,3.0,3,-8.6592965,115.1213611,-8.6482378,115.1296441,6416,3843.5474286079407,1.0514169366571606,3.6728005409240723,0.2558199167251587,70,,78562341,4211596,
2019-12-06,,,,1813.7557829323844,21.0,20,-8.6460467,115.1280207,-8.6459761,115.1281673,3664,3309.186539173126,1.0654472157203785,9.419967651367188,0.19441182911396027,58,958524,76607028,1950443,
2019-12-07,,,,1970.1202773895038,12.0,12,-8.7448387,101.6850694,2.7446506,115.1671132,7013,4721.047743320465,1.6925591826200548,36.7758674621582,0.04767027869820595,102,426896,33107562,5077954,
2019-12-08,,,,2302.8148598883113,28.0,28,3.1457461,101.6815099,3.2388405,101.7155475,15593,10089.67943251133,1.3248004664837685,57.239322662353516,0.03141501918435097,212,,64574013,10941390,
2019-12-09,,,,1897.731595141562,4.0,4,2.7396444,98.9805297,8.0976287,101.7371394,6353,3839.4421985149384,1.7403609644154205,73.16702270507812,0.24643665552139282,97,,64370233,4091984,121563
2019-12-10,,,,1935.1253750524502,25.0,25,8.026029,98.8191666,8.035558,98.8334867,5956,4287.0666934251785,0.9910954200100178,11.832880973815918,0.04956512153148651,77,496129,79533951,4438710,
2019-12-11,,,,1985.028700799263,4.0,4,8.003505,98.8366502,8.0124271,98.8421318,7554,4820.776071190834,1.0248636522183692,11.69399356842041,0.03740992397069931,98,,70338339,5792168,
2019-12-12,,,,1667.6118583822933,,,,,,,1022,480.21211421489716,0.6816980728668247,11.918341636657715,0.027020439505577087,8,,82875006,549587,
2019-12-13,,,,1652.31065935453,,,,,,,880,481.10308361053467,0.8554026864571763,11.299182891845703,0.24646446108818054,8,,84540061,295619,
2019-12-14,,,,2005.2674757747222,24.0,24,8.0065313,98.8368461,8.0135608,98.8438852,8301,4586.281390547752,0.6536584627950788,6.392237186431885,0.2558199167251587,96,,70041537,6153939,
2019-12-15,,,,1844.8770025826152,9.0,8,7.9529436,98.8086355,7.9629919,98.8100567,4379,3163.5982344150543,1.1533436831185513,12.485506057739258,0.25769615173339844,58,,76856991,3483304,
2019-12-16,,,,1722.2038556698974,2.0,2,8.0309173,98.8197683,8.0329277,98.8228686,2086,1539.7219942212105,0.8230010631956456,12.547833442687988,0.2622932493686676,23,,78236212,1415892,
2019-12-17,,,,1823.4266201395783,4.0,4,8.0218801,98.8249235,8.0288483,98.8296335,4621,3237.062732040882,0.8470093242841032,13.17556381225586,0.26694250106811523,55,,76030598,3014779,
2019-12-18,,,,1890.5862549331903,8.0,7,8.0778731,98.6752568,8.1183426,98.6819784,6055,4229.181814469397,1.844778983995914,22.905797958374023,0.003273969516158104,76,,64579702,4223863,
2019-12-19,,,,1763.612316314997,4.0,4,,,,,3210,2363.722119987011,6.479561642562964,80.98631286621094,0.24740950763225555,45,,61031547,2142983,
2019-12-20,,,,1807.2706235195542,1.0,1,9.766356,99.9612772,9.7761913,99.9680415,3990,3055.8530240189284,1.1504995297555185,10.970000267028809,0.029021302238106728,47,,80139862,2830615,
2019-12-21,,,,1713.200252924287,1.0,1,9.7732687,99.9658303,9.7841876,99.9712646,2071,1417.605153799057,0.9567933836951046,4.631163597106934,0.038448188453912735,28,,77397854,1300227,
2019-12-22,,,,1731.97945959304,,,,,,,3191,1643.859656572342,0.7732491701671623,12.105981826782227,0.11245506256818771,42,,77419310,1573940,
2019-12-23,,,,1889.8074163386345,9.0,9,9.7780222,99.9664573,9.7861984,99.9727443,6471,3980.9845867455006,0.8523679918485442,4.8821210861206055,0.09028774499893188,79,,79921648,4225370,
2019-12-24,,,,1908.6667296805074,32.0,31,9.781206,99.9673704,9.7983485,99.985683,4850,4098.604839086533,0.8592139342053637,10.037171363830566,0.2558199167251587,83,1617823,73326086,2820868,
2019-12-25,,,,1862.2322338382542,14.0,14,9.7903851,99.9801348,9.7973032,99.9849036,4122,2800.2699780464172,0.8316702157506368,18.46030616760254,0.26694250106811523,68,740344,76424405,2672030,91347
2019-12-26,,,,2040.6821795502033,42.0,42,9.7776949,99.9673089,9.8025131,100.0205459,4379,3850.070167660713,1.4942449192638347,18.83355140686035,0.02738139033317566,102,2313482,75522820,2651369,704056
2019-12-27,,,,1705.411563363019,,,9.7659824,99.9603448,9.7661061,99.9607135,1732,1098.055742740631,1.4642476137593925,14.036038398742676,0.2558199167251587,25,,81484761,1176979,
2019-12-28,,,,1683.5966116590425,6.0,6,,,,,1055,526.4899747371674,1.0639491943048875,15.558919906616211,0.3038873076438904,14,402569,80288206,375241,
2019-12-29,,,,1746.9109423868729,12.0,10,9.7969029,99.9797359,9.7994319,99.9812083,3134,2067.9717696905136,0.8365428148097042,5.159999847412109,0.2549668848514557,33,,76052276,1865780,
2019-12-30,,,,1703.6475814711403,12.0,12,9.7987597,100.0192758,9.8021207,100.0200056,3358,2160.6080594062805,1.1967955050309793,19.587032318115234,0.08299346268177032,34,,81043907,1147700,
2019-12-31,,,,1774.2269311327002,2.0,2,9.5185827,100.055859,9.519901,100.0571908,3434,1959.560016810894,1.196909757219843,30.769287109375,0.24739280343055725,42,,76893540,1743688,251015
2020-01-01,,,,1932.9728180745037,5.0,5,9.5462101,100.0636704,16.0758181,108.2466092,6930,5054.371183514595,4.328724309498699,74.68000030517578,0.2543625831604004,106,,69894844,4936786,
2020-01-02,,,,1847.2251645871227,9.0,9,16.0648622,108.2223518,16.0738186,108.2305432,5553,3360.762429356575,1.0103711178888362,14.197412490844727,0.2558199167251587,69,,77649435,3530777,
2020-01-03,,,,1835.4119622566138,15.0,15,16.0500132,108.240195,16.0737469,108.2484662,5810,3664.4531021118164,1.1609189956251236,11.7728853225708,0.2619159519672394,64,,75517462,3332660,
2020-01-04,,,,1830.3962895991451,17.0,17,16.0723915,108.2190784,16.1267984,108.2400718,3018,2348.240250170231,1.6559440994577221,16.711124420166016,0.011854038573801517,55,1076109,79144463,2035482,
2020-01-05,,,,1781.2911801379378,7.0,7,16.0990092,108.2766291,16.1023608,108.2785336,3803,1494.5252805948257,1.3185344833270367,17.048036575317383,0.05487100034952164,41,,76800887,2436417,
2020-01-06,,,,1854.5357322389889,1.0,1,16.0573575,108.2019611,16.0703346,108.2143888,5056,3151.2275009155273,0.6894240258611231,13.986920356750488,0.26694250106811523,79,,66991041,3392124,114061
2020-01-07,,,,2180.165644855523,32.0,32,-33.911016,18.3938251,-33.9010198,18.4233392,11870,7193.070939991623,1.0223178747613335,47.0048713684082,0.07299166917800903,159,433052,47762226,8366504,92961
2020-01-08,,,,1833.0860996635927,9.0,9,-33.9412108,18.374856,-33.9085777,18.4136569,4864,3165.85298037529,1.0577755944547222,23.255062103271484,0.24429889023303986,60,,80108668,3250735,
2020-01-09,,,,1795.8296965878503,7.0,7,-33.9136097,18.4119516,-33.9088822,18.4175759,3537,2308.935589194298,0.7687757385596437,11.773234367370605,0.030545128509402275,46,,82207415,2667791,
2020-01-10,,,,1907.8285017941885,18.0,18,-33.9563345,18.3753317,-33.9226374,18.3838742,6125,3835.98149352653,0.7561778310940932,15.861063957214355,0.016279514878988266,71,,78174771,4536660,
2020-01-11,,,,2075.744758463377,20.0,20,-33.9539276,18.3740614,-33.921411,18.3834008,10154,9496.394047802854,0.7983055522397156,25.994617462158203,0.1949075311422348,133,518093,74155445,6661932,
2020-01-12,,,,2010.2468941395844,38.0,38,-34.108628,18.4679804,-34.1018603,18.4753984,9322,5748.412606328726,0.9607613218075519,20.821311950683594,0.019648956134915352,106,,75339087,6057495,68008
2020-01-13,,,,1684.0628364648032,3.0,3,-34.1082575,18.4692119,-34.1079538,18.4701783,1580,1028.1293885707855,0.9132614682034956,33.64304733276367,0.2891877293586731,22,,80370096,822635,
2020-01-14,,,,1649.5070826851386,,,,,,,485,321.9416880607605,1.0300908252604049,17.54673194885254,0.27806511521339417,2,,84839214,249086,
2020-01-15,,,,1874.2793921991004,28.0,28,-34.108685,18.4697874,-34.0989492,18.4774958,3931,2745.0475960969925,1.1189652124520877,16.47431182861328,0.23927833139896393,64,1186577,79127096,2708553,
2020-01-16,,,,2053.1932148132078,19.0,19,-34.2015432,18.441885,-34.0970094,18.4745745,9120,5342.924475163221,0.8953941940280592,35.40659713745117,0.013454718515276909,109,,70264115,6944253,
2020-01-17,,,,1725.0965320656394,1.0,1,,,,,1362,1689.6095352172852,0.8919691661915455,6.400000095367432,0.19381935894489288,17,,82582132,1251474,
2020-01-18,,,,1830.8598926278667,27.0,27,-33.8989121,18.4811582,-33.8986329,18.4814968,3210,2001.2785420642792,1.626669954179397,47.0,0.2547474503517151,55,1294201,75892064,1672065,87345
2020-01-19,,,,1786.9054544991982,22.0,22,-34.1065054,18.4683556,-34.1023284,18.4736286,3454,2109.894195474535,1.0556629822403998,4.4295244216918945,0.3336781859397888,35,,83255439,2149553,166730
2020-01-20,,,,2122.527967087531,24.0,24,-34.1126553,18.4529326,-34.1000799,18.4758328,9379,6677.42909348011,0.7605092096783259,16.865005493164062,0.11512012034654617,119,,76030060,5677894,1040233
2020-01-21,,,,1753.4325733739659,3.0,3,-34.1004079,18.4740148,-34.1001281,18.4742757,2459,1614.1034901291132,0.8125971558612274,9.890056610107422,0.26694250106811523,37,,79527678,1968153,
2020-01-22,,,,2058.001272475532,43.0,43,-33.9621548,18.4590146,-33.9317706,18.4708964,10980,6417.475845512003,0.8710291626133482,19.90054702758789,0.20501431822776794,121,,75994665,7008859,
2020-01-23,,,,1871.670409283098,13.0,13,-33.9254121,18.4196301,-33.9173372,18.4224497,6342,4200.110170006752,0.7130565856273481,28.827980041503906,0.1994667500257492,74,,78228774,3780085,61493
2020-01-24,,,,1665.394908683753,,,,,,,1167,553.47332072258,1.1713494388959456,4.688960552215576,0.2891877293586731,17,,83674050,512791,
2020-01-25,,,,1985.3411419776276,48.0,48,-33.3651177,19.8971866,-33.346681,19.9351397,4833,8819.951708972454,3.663858113868762,31.94997787475586,0.16606168448925018,108,2727755,62396285,2883512,
2020-01-26,,,,1883.3553504557108,4.0,4,-34.0093158,18.3394633,-34.0048952,18.342725,5795,3046.4052500329362,2.8198805127798345,50.65884017944336,0.027473345398902893,64,,64992400,4130460,
2020-01-27,,,,1760.973304877745,16.0,16,-34.0459963,18.3416384,-33.9915556,18.4316648,3895,2479.487271169628,1.047761030679917,20.89389419555664,0.24687136709690094,45,,77718287,2099183,
2020-01-28,,,,2397.1585954618927,52.0,52,-34.0229061,18.3322178,-33.9317408,18.4125276,17615,10552.977651506662,1.715952551339613,46.177791595458984,0.2558199167251587,215,,56572753,12658480,
2020-01-29,,,,2152.544926404642,20.0,20,-34.1089129,18.3393965,-33.9295315,18.5968352,11810,8041.990550905466,3.232193596971165,27.661514282226562,0.24836024641990662,150,,60907972,8578785,
2020-01-30,,,,1788.5498240448921,1.0,1,-8.7436732,115.1664411,-8.7428347,115.1667171,3625,2301.731026172638,0.7474125410321371,14.349751472473145,0.25152572989463806,62,,67833402,2556895,
2020-01-31,,,,1813.6933135048257,11.0,11,-8.6493376,115.1232167,-8.6477777,115.1244302,3622,2198.7718117833138,0.7835005398195295,4.035150051116943,0.05298526957631111,54,524884,76329946,2403943,
2020-02-01,,,,2035.3641217838542,59.0,59,-8.6605443,115.1296659,-8.6576762,115.1343609,3535,2570.5676897764206,0.9575041834603307,3.7151026725769043,0.25172632932662964,100,3684215,78489703,2576467,60543
2020-02-02,,,,2006.4116644147296,28.0,28,-8.6617735,115.1210975,-8.6468365,115.1334293,6609,4203.201193213463,0.8226143178348205,8.717738151550293,0.06524357944726944,98,1225863,70770408,4862288,
2020-02-03,,,,1902.2400896307279,11.0,11,-8.6620118,115.1228949,-8.6470029,115.1334463,7042,4596.1099858284,0.9436148925120594,12.68604850769043,0.1730758398771286,91,,46216351,4443906,
2020-02-04,,,,1855.6718363159587,12.0,12,-8.6622321,115.1266383,-8.6484668,115.1337744,5183,3434.547044619918,0.7844925966956219,4.973794937133789,0.021234717220067978,66,,78191853,3662350,
2020-02-05,,,,1824.4141003951681,5.0,5,-8.6583841,115.1232139,-8.6462119,115.1289647,5169,3200.6574995033443,0.8267137428422552,12.371018409729004,0.26694250106811523,66,,79461010,3152161,
2020-02-06,,,,1907.1904461477811,19.0,19,-8.6618613,115.1234886,-8.6462419,115.1332957,6535,4133.049762129784,0.9319526017674784,11.624733924865723,0.26694250106811523,80,,78464939,4519199,
2020-02-07,,,,1757.6769355851977,8.0,8,-8.6543486,115.1219823,-8.6453016,115.1289827,3639,2416.580523252487,0.7998145563794131,11.873218536376953,0.20830951631069183,42,,82061340,2044371,
2020-02-08,,,,1824.192419719714,8.0,8,-8.6618871,115.1302022,-8.6593364,115.132848,5185,3280.11738717556,0.8459674857985274,11.170000076293945,0.14936387538909912,64,,77758862,3148485,
2020-02-09,,,,1853.2288283609637,7.0,7,-8.6616476,115.1327822,-8.6611488,115.1331963,5160,3483.2125792503357,0.7487631238145845,1.3486278057098389,0.3246484696865082,66,,79996308,3630426,
2020-02-10,,,,2023.3942871328336,54.0,54,-8.6615561,115.1249792,-8.6485215,115.1327339,5851,3811.931273818016,0.9965065566208499,8.96468734741211,0.011625850573182106,101,2249009,77524237,4050260,
2020-02-11,,,,1851.8163781032922,21.0,21,-8.6618394,115.1226829,-8.6531,115.1334073,8896,5668.378167863935,0.6769411329836141,2.9800000190734863,0.2593711316585541,114,,68783500,5592366,
2020-02-12,,,,,,,,,,,8,,,,,,,,,
2020-03-01,,,,1035.4258220023148,,,,,,,,,,,,,,,,
2020-03-02,,,,1634.5,,,,,,,,,,,,,,,,
2020-03-03,,,,1634.5,,,,,,,,,,,,,,,,
2020-03-04,,,,1634.5,,,,,,,,,,,,,,,,
2020-03-05,,,,1941.0542532258994,41.0,41,-8.6620772,115.1233127,-8.6483764,115.1333386,9220,5901.520064353943,0.9454461852034398,4.0623908042907715,0.2558199167251587,109,,47206044,5088138,
2020-03-06,,,,1961.3121753332298,25.0,25,,,,,6644,4464.061617434025,0.7548589244613438,4.413930892944336,0.2730684280395508,78,,79378589,2745829,1175101
2020-03-07,,,,1748.4806769464196,3.0,3,,,,,2485,1548.1122126579285,0.8144311722044055,2.7394213676452637,0.24558185040950775,31,,83757203,1685834,90373
2020-03-08,,,,1930.9266719504396,51.0,51,-8.6610057,115.1236071,-8.6484706,115.1324044,5512,3101.218350172043,1.231535177527625,5.642545223236084,0.05989989638328552,83,1578795,73394979,3232060,
2020-03-09,,,,1739.9225991255473,3.0,3,,,,,2592,1628.299042224884,0.8397551039922643,11.648348808288574,0.26694250106811523,34,,51315225,1749789,
2020-03-10,,,,1821.3368517369045,2.0,2,-8.6156385,115.084069,-8.6138444,115.0864074,5074,3091.4639835357666,1.5793797352422636,16.273746490478516,0.25143730640411377,68,,72831220,3101088,
2020-03-11,,,,1872.9957134272984,25.0,25,-8.6530563,115.1151708,-8.648298,115.124913,4975,3093.963897228241,0.876028382354041,7.823099136352539,0.26292234659194946,71,786807,75556132,3117293,
2020-03-12,,,,1861.0840790865934,9.0,8,-8.7448193,106.6644062,10.8175348,115.168276,5417,3400.8425337970257,34.91839530142273,257.5299987792969,0.1527707725763321,81,,70719860,3760805,
2020-03-13,,,,1919.1729529679828,10.0,10,49.0034542,2.5709835,49.0040842,2.5781268,5999,3968.7019204497337,0.6543542817900142,1.643389105796814,0.27806511521339417,81,,51292337,4724956,
2020-03-14,,,,1786.0486143365601,28.0,28,45.5958085,5.2114072,45.6039862,5.227884,716,3430.9517030715942,1.3398854688102426,9.90999984741211,0.26694250106811523,38,1821103,83199045,568333,
2020-03-15,,,,1803.5967318566506,39.0,39,45.595813,5.1957451,45.6067316,5.2287758,537,7013.0190316438675,0.6675907293343358,10.760000228881836,0.029876699671149254,46,2362912,76028837,280317,
2020-03-16,,,,1661.8384058410647,,,,,,,280,89.25785398483276,0.4488683588514708,0.918787956237793,0.26694250106811523,,,85907277,453759,
2020-03-17,,,,1867.8040427392036,26.0,26,45.2856719,5.2300182,45.5957029,5.7856247,6904,5815.9102756381035,2.3785443006388753,37.996761322021484,0.2504831850528717,125,1444616,63235572,2327820,
2020-03-18,,,,1663.7424137746655,3.0,3,,,,,810,505.1862674355507,1.0951554041406673,28.445940017700195,0.18573494255542755,8,,83745656,485364,
2020-03-19,,,,1675.8776173497774,4.0,4,45.5967817,5.2140727,45.6072398,5.2248943,1281,561.9757427280142,1.443245000881488,26.038911819458008,0.24956579506397247,14,,83118404,686779,
2020-03-20,,,,1778.005926593549,20.0,20,45.6058432,5.2139951,45.7943362,5.2992697,2383,1465.4299341137216,2.2123369578136,18.165599822998047,0.03952484577894211,41,850213,78398483,1472877,
2020-03-21,,,,1710.5801519719773,5.0,5,45.792532,5.3012262,45.792532,5.3012262,2066,1313.0429496765137,0.9480229232065065,24.58778953552246,0.2679320275783539,26,,38782828,1262766,
2020-03-22,,,,1781.173088076605,23.0,23,45.6061387,5.2141433,45.6080323,5.2151544,1649,1048.2278966903687,0.850657493478895,2.259999990463257,0.12089010328054428,36,1083176,81279265,1276370,
2020-03-23,,,,1716.210316556397,2.0,2,45.5955181,5.2285333,45.5977509,5.2309441,2062,1190.162430435419,0.5885245424904767,3.0078110694885254,0.2779172658920288,18,,82707143,1356216,
2020-03-24,,,,1860.7725504212344,20.0,20,45.7839903,5.5103277,45.7844956,5.5113457,4497,2964.725790977478,1.3241864683376998,27.775758743286133,0.2558199167251587,53,503339,78106173,3217487,
2020-03-25,,,,1663.1335249702609,6.0,5,,,,,924,653.6727056503296,5.035194667412125,26.859039306640625,0.2891877293586731,9,,82966471,475253,
2020-03-26,,,,1864.7618704255515,26.0,26,45.575385,5.2045728,45.6039046,5.2279481,5398,5291.947763591985,1.151568735367039,6.325621604919434,0.16886842250823975,65,465550,79294833,3324104,
2020-03-27,,,,1664.27951367337,7.0,7,45.6005906,5.2027264,45.6005906,5.2027264,929,536.5129464641411,0.6376815072765808,11.390421867370605,0.2650257647037506,8,,79477785,494276,
2020-03-28,,,,1915.0858901579284,25.0,25,45.5741201,5.2027727,45.6044614,5.2283857,5283,3518.7741605974734,0.5685881177424759,11.195918083190918,0.3225555419921875,77,1057113,80794825,3526899,
2020-03-29,,,,1861.2849502204122,49.0,49,45.5962002,5.1995029,45.6069766,5.224851,5017,2833.245906829834,1.34820742865544,12.932561874389648,0.2558199167251587,63,848323,80907617,2857148,
2020-03-30,,,,1644.7033310441263,,,,,,,413,99.43610000610352,1.098865031440938,4.562203884124756,0.33367815613746643,2,,83912625,169354,
2020-03-31,,,,1875.8947665943942,43.0,43,45.5743422,5.2146617,45.6084829,5.228375,4865,3527.943864281477,0.6599813798008441,14.556731224060059,0.023847157135605812,67,1055002,77684444,2878667,
2020-04-01,,,,1682.4040309899185,8.0,8,,,,,2268,1301.0924818709475,1.2658646553843593,12.186142921447754,0.24479487538337708,24,,81005644,795104,
2020-04-02,,,,1728.9136667499606,5.0,5,45.5992365,5.2017269,45.6043862,5.2065568,2676,1785.3553578853607,0.43647723898126034,12.05212116241455,0.2558199167251587,28,,82489349,1567063,
2020-04-03,,,,1783.433608054763,13.0,13,45.5736866,5.225748,45.5782894,5.2315593,3832,2462.9171520197365,0.3978425653560468,11.568384170532227,0.2558199167251587,40,,82460410,2471976,
2020-04-04,,,,1678.7954776426086,4.0,4,45.5781626,5.2043255,45.6021566,5.2280713,1353,748.5252288935421,2.084714431473105,12.135210990905762,0.3349355459213257,14,,84224147,735210,
