"Date","Keys","Clicks"
"2017-08-18",0,0
"2017-08-19",0,0
"2017-08-20",0,0
"2017-08-21",0,0
"2017-08-22",8713,2078
"2017-08-23",11643,2634
"2017-08-24",11719,2965
