"Date","Keys","Clicks"
"2016-03-25",10014,6573
"2016-03-26",19,71
"2016-03-27",1405,1722
"2016-03-28",9832,5742
"2016-03-29",4822,5483
"2016-03-30",3560,1956
"2016-03-31",3,19
