"Date","Keys","Clicks"
"2017-04-12",10229,4160
"2017-04-13",11666,4081
"2017-04-14",9794,2675
"2017-04-15",214,240
"2017-04-16",6956,1832
"2017-04-17",7570,4133
"2017-04-18",6790,4199
