Date,Type,Name,Start,End,Duration
6/13/18,place,Unknown,2018-06-13T21:49:30-07:00,2018-06-13T22:02:04-07:00,754
6/13/18,move,transport,2018-06-13T22:02:04-07:00,2018-06-13T22:11:13-07:00,549
6/13/18,place,Unknown,2018-06-13T22:11:13-07:00,2018-06-14T00:00:00-07:00,6527
6/14/18,place,Unknown,2018-06-14T00:00:00-07:00,2018-06-14T08:50:22-07:00,31822
6/14/18,move,transport,2018-06-14T08:50:22-07:00,2018-06-14T08:55:40-07:00,318
6/14/18,place,Unknown,2018-06-14T08:55:41-07:00,2018-06-14T12:37:23-07:00,13302
6/14/18,move,transport,2018-06-14T12:37:23-07:00,2018-06-14T13:04:22-07:00,1619
6/14/18,place,Unknown,2018-06-14T13:04:23-07:00,2018-06-14T13:27:47-07:00,1404
6/14/18,place,Unknown,2018-06-14T13:27:48-07:00,2018-06-14T13:35:30-07:00,462
6/14/18,move,walking,2018-06-14T13:35:30-07:00,2018-06-14T14:09:40-07:00,2050
6/14/18,place,Unknown,2018-06-14T14:09:41-07:00,2018-06-14T14:18:07-07:00,506
6/14/18,move,walking,2018-06-14T14:18:07-07:00,2018-06-14T14:40:00-07:00,1313
6/14/18,place,Unknown,2018-06-14T14:40:00-07:00,2018-06-14T15:45:39-07:00,3939
6/14/18,move,walking,2018-06-14T15:45:39-07:00,2018-06-14T15:49:49-07:00,250
6/14/18,place,Unknown,2018-06-14T15:49:50-07:00,2018-06-14T15:53:43-07:00,233
6/14/18,move,walking,2018-06-14T15:53:43-07:00,2018-06-14T16:28:06-07:00,2063
6/14/18,place,Unknown,2018-06-14T16:28:07-07:00,2018-06-14T16:30:08-07:00,121
6/14/18,move,walking,2018-06-14T16:30:08-07:00,2018-06-14T16:35:35-07:00,327
6/14/18,place,Unknown,2018-06-14T16:35:36-07:00,2018-06-14T17:27:46-07:00,3130
6/14/18,move,transport,2018-06-14T17:27:46-07:00,2018-06-14T17:47:02-07:00,1156
6/14/18,place,Unknown,2018-06-14T17:47:03-07:00,2018-06-14T18:11:53-07:00,1490
6/14/18,move,transport,2018-06-14T18:11:53-07:00,2018-06-14T18:15:07-07:00,194
6/14/18,place,Unknown,2018-06-14T18:15:08-07:00,2018-06-14T21:49:30-07:00,12862
6/15/18,place,Unknown,2018-06-15T09:32:07-07:00,2018-06-15T15:07:26-07:00,20119
6/15/18,move,transport,2018-06-15T15:07:26-07:00,2018-06-15T15:34:49-07:00,1643
6/15/18,place,Unknown,2018-06-15T17:02:07-07:00,2018-06-15T17:26:17-07:00,1450
6/15/18,move,walking,2018-06-15T17:26:17-07:00,2018-06-15T17:38:39-07:00,742
6/15/18,place,Unknown,2018-06-15T17:38:39-07:00,2018-06-15T18:03:56-07:00,1517
6/15/18,move,walking,2018-06-15T18:03:56-07:00,2018-06-15T18:06:55-07:00,179
6/15/18,place,Unknown,2018-06-15T18:06:56-07:00,2018-06-15T18:13:24-07:00,388
6/15/18,move,walking,2018-06-15T18:13:24-07:00,2018-06-15T18:25:31-07:00,727
6/15/18,place,Unknown,2018-06-15T18:25:32-07:00,2018-06-15T18:33:31-07:00,479
