"Date","Keys","Clicks"
"2018-03-04",8356,2424
"2018-03-05",6761,2485
"2018-03-06",12083,3084
"2018-03-07",8253,3966
"2018-03-08",2614,579
"2018-03-09",9531,3740
"2018-03-10",1117,329
