"Date","Keys","Clicks"
"2017-10-21",3507,1472
"2017-10-22",3813,1391
"2017-10-23",9522,3136
"2017-10-24",11668,4769
"2017-10-25",17359,5635
"2017-10-26",15361,5316
"2017-10-27",9693,4329
