"Date","Keys","Clicks"
"2017-01-19",7271,1053
"2017-01-20",8933,1464
"2017-01-21",10821,4589
"2017-01-22",12546,5984
"2017-01-23",3915,1844
"2017-01-24",12069,1556
"2017-01-25",7678,3453
