"Date","Keys","Clicks"
"2019-03-06",12332,4321
"2019-03-07",13955,2811
"2019-03-08",12705,3709
"2019-03-09",7258,2577
"2019-03-10",6653,2019
"2019-03-11",12591,2505
"2019-03-12",3,37
