"Date","Keys","Clicks"
"2019-02-19",11437,3003
"2019-02-20",7695,2295
"2019-02-21",14380,3067
"2019-02-22",7212,1288
"2019-02-23",7337,1212
"2019-02-24",7956,1332
"2019-02-25",3320,434
