"Date","Keys","Clicks"
"2018-11-06",11393,2961
"2018-11-07",7337,2078
"2018-11-08",14658,5130
"2018-11-09",5034,4980
"2018-11-10",16745,4176
"2018-11-11",12442,4940
"2018-11-12",3,40
