"Date","Keys","Clicks"
"2019-06-04",10226,2460
"2019-06-05",4436,1005
"2019-06-06",5752,938
"2019-06-07",4964,3078
"2019-06-08",11527,1899
"2019-06-09",10815,2319
"2019-06-10",43,7
