Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
6/21/18,transport,transport,2018-06-21T09:06:52-07:00,2018-06-21T09:39:12-07:00,1940,7.320,0,0
6/21/18,walking,walking,2018-06-21T09:42:19-07:00,2018-06-21T09:58:08-07:00,949,0.590,1847,56
6/21/18,walking,walking,2018-06-21T11:28:45-07:00,2018-06-21T11:33:52-07:00,307,0.150,482,14
6/21/18,walking,walking,2018-06-21T11:46:57-07:00,2018-06-21T11:47:30-07:00,33,0.016,50,1
6/21/18,walking,walking,2018-06-21T11:48:32-07:00,2018-06-21T11:59:34-07:00,662,0.414,904,40
6/21/18,walking,walking,2018-06-21T12:03:09-07:00,2018-06-21T12:03:42-07:00,33,0.016,50,1
6/21/18,walking,walking,2018-06-21T12:04:35-07:00,2018-06-21T12:15:00-07:00,625,0.194,613,18
6/21/18,transport,transport,2018-06-21T12:22:12-07:00,2018-06-21T12:42:03-07:00,1191,7.973,0,0
6/21/18,transport,transport,2018-06-21T16:35:57-07:00,2018-06-21T16:57:59-07:00,1322,4.109,0,0
6/21/18,walking,walking,2018-06-21T17:14:19-07:00,2018-06-21T17:15:52-07:00,93,0.043,140,4
6/21/18,walking,walking,2018-06-21T20:17:08-07:00,2018-06-21T20:17:58-07:00,50,0.025,80,2
6/21/18,walking,walking,2018-06-21T21:00:28-07:00,2018-06-21T21:01:17-07:00,49,0.016,50,1
6/21/18,transport,transport,2018-06-21T22:08:52-07:00,2018-06-21T22:23:07-07:00,855,2.112,0,0
