Date,Type,Name,Start,End,Duration
5/14/18,place,Unknown,2018-05-14T03:43:04-07:00,2018-05-14T04:52:11-07:00,4147
5/14/18,move,transport,2018-05-14T04:52:11-07:00,2018-05-14T04:57:53-07:00,342
5/14/18,place,Unknown,2018-05-14T04:57:54-07:00,2018-05-14T06:05:55-07:00,4081
5/14/18,move,transport,2018-05-14T06:05:55-07:00,2018-05-14T06:15:03-07:00,548
5/14/18,move,walking,2018-05-14T06:15:03-07:00,2018-05-14T06:17:27-07:00,144
5/14/18,move,transport,2018-05-14T06:17:28-07:00,2018-05-14T07:24:38-07:00,4030
5/14/18,place,Unknown,2018-05-14T07:24:39-07:00,2018-05-14T09:38:07-07:00,8008
5/14/18,place,Unknown,2018-05-14T09:38:07-07:00,2018-05-14T09:49:40-07:00,693
5/14/18,place,Unknown,2018-05-14T09:49:40-07:00,2018-05-14T10:04:03-07:00,863
5/14/18,move,walking,2018-05-14T10:04:03-07:00,2018-05-14T10:16:24-07:00,741
5/14/18,place,Unknown,2018-05-14T10:16:25-07:00,2018-05-15T00:00:00-07:00,49415
5/15/18,place,Unknown,2018-05-15T00:00:00-07:00,2018-05-15T00:04:15-07:00,255
5/20/18,place,Unknown,2018-05-20T06:33:09-07:00,2018-05-20T07:45:36-07:00,4347
5/20/18,move,transport,2018-05-20T07:45:36-07:00,2018-05-20T07:53:11-07:00,455
5/20/18,place,Unknown,2018-05-20T07:53:12-07:00,2018-05-20T08:02:45-07:00,573
5/20/18,move,walking,2018-05-20T08:02:45-07:00,2018-05-20T08:10:19-07:00,454
5/20/18,place,Unknown,2018-05-20T08:10:20-07:00,2018-05-20T08:22:15-07:00,715
5/20/18,place,Unknown,2018-05-20T08:22:16-07:00,2018-05-21T00:00:00-07:00,56264
