Heure de début,Heure de fin,Calories (kcal),Distance (m),Fréquence cardiaque moyenne (bpm),Fréquence cardiaque maximale (bpm),Fréquence cardiaque minimale (bpm),Basse latitude (°),Basse longitude (°),Haute latitude (°),Haute longitude (°),Vitesse moyenne (m/s),Vitesse maximale (m/s),Vitesse minimale (m/s),Nombre de pas,Poids moyen (kg),Poids maximal (kg),Poids minimal (kg),"Durée de l'activité ""Vélo"" (ms)","Durée de l'activité ""Inactif"" (ms)","Durée de l'activité ""Marche à pied"" (ms)"
00:00:00.000-05:00,00:15:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
00:15:00.000-05:00,00:30:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
00:30:00.000-05:00,00:45:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
00:45:00.000-05:00,01:00:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
01:00:00.000-05:00,01:15:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
01:15:00.000-05:00,01:30:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
01:30:00.000-05:00,01:45:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
01:45:00.000-05:00,02:00:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
02:00:00.000-05:00,02:15:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
02:15:00.000-05:00,02:30:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
02:30:00.000-05:00,02:45:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
02:45:00.000-05:00,03:00:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
03:00:00.000-05:00,03:15:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
03:15:00.000-05:00,03:30:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
03:30:00.000-05:00,03:45:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
03:45:00.000-05:00,04:00:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
04:00:00.000-05:00,04:15:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
04:15:00.000-05:00,04:30:00.000-05:00,,,,,,,,,,,,,,,,,,900000,
04:30:00.000-05:00,04:45:00.000-05:00,,,,,,,,,,,,,5,,,,,265128,
04:45:00.000-05:00,05:00:00.000-05:00,,,,,,,,,,,,,,,,,,,
05:00:00.000-05:00,05:15:00.000-05:00,,,,,,,,,,,,,510,,,,,318080,431998
05:15:00.000-05:00,05:30:00.000-05:00,,,,,,,,,,,,,1098,,,,,,900000
05:30:00.000-05:00,05:45:00.000-05:00,,,,,,,,,,,,,1132,,,,,,900000
05:45:00.000-05:00,06:00:00.000-05:00,,,,,,46.06156921386719,6.640853404998779,46.06220626831055,6.641347885131836,2.2586941719055176,2.2586941719055176,2.2586941719055176,419,,,,,536263,344733
06:00:00.000-05:00,06:15:00.000-05:00,,,,,,46.061241149902344,6.640030384063721,46.062137603759766,6.640975475311279,0.8718941807746888,0.949999988079071,0.7937883734703064,399,,,,,241180,
06:15:00.000-05:00,06:30:00.000-05:00,,14.77888011932373,,,,46.05507278442383,6.634925365447998,46.06147003173828,6.639881134033203,3.9086930751800537,4.802207946777344,3.0151782035827637,765,,,,59427,36570,775156
