Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-03-2019","2,545","8,514","6.33","24","1,275","111","9","45","993"
"02-03-2019","2,870","13,170","9.79","33","1,176","218","13","33","1,457"
"03-03-2019","2,145","3,733","2.77","6","1,213","140","0","0","583"
"04-03-2019","2,316","6,201","4.61","11","1,093","124","5","24","785"
"05-03-2019","2,402","6,428","4.78","63","1,104","141","5","29","885"
"06-03-2019","2,376","6,309","4.69","70","983","110","3","36","832"
"07-03-2019","2,084","3,804","2.83","7","1,096","131","0","0","539"
"08-03-2019","2,216","4,875","3.62","6","1,172","175","0","0","707"
"09-03-2019","2,425","5,792","4.3","8","1,117","226","0","0","946"
"10-03-2019","2,438","6,263","4.65","5","1,197","243","0","0","988"
"11-03-2019","2,276","5,851","4.35","13","1,282","135","6","17","762"
"12-03-2019","2,353","7,783","5.78","17","1,301","95","17","27","800"
"13-03-2019","2,626","8,547","6.35","25","1,150","188","6","14","1,126"
"14-03-2019","3,598","7,017","5.21","5","1,156","147","9","128","2,183"
"15-03-2019","2,667","9,153","6.8","14","1,212","188","10","30","1,157"
"16-03-2019","2,363","6,155","4.57","13","1,278","124","11","27","836"
"17-03-2019","2,544","7,989","5.94","18","1,276","96","23","45","1,021"
"18-03-2019","2,406","7,017","5.21","22","1,281","106","27","26","830"
"19-03-2019","2,148","3,580","2.65","14","1,323","117","0","0","532"
"20-03-2019","2,960","14,238","10.58","20","1,187","148","34","71","1,518"
"21-03-2019","2,646","10,338","7.68","40","1,186","116","16","46","1,123"
"22-03-2019","2,124","4,591","3.41","9","1,335","91","7","7","539"
"23-03-2019","2,201","4,702","3.49","8","1,296","144","0","0","643"
"24-03-2019","2,136","4,355","3.24","4","1,313","127","0","0","558"
"25-03-2019","2,428","7,879","5.85","13","1,268","143","20","9","909"
"26-03-2019","1,977","2,604","1.93","2","1,370","55","15","0","358"
"27-03-2019","2,146","4,873","3.62","3","1,338","73","11","18","567"
"28-03-2019","2,204","5,787","4.3","8","1,314","102","12","12","649"
"29-03-2019","2,123","3,571","2.65","3","1,330","87","12","11","520"
"30-03-2019","2,352","8,013","5.95","12","1,257","151","30","2","864"
"31-03-2019","2,216","5,636","4.19","30","1,293","147","0","0","666"
