Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-02-2018","2,218","5,123","3.81","2","1,159","153","0","0","674"
"02-02-2018","2,252","7,232","5.37","7","1,258","75","26","19","663"
"03-02-2018","2,179","5,352","3.98","3","1,245","93","3","19","606"
"04-02-2018","2,734","11,839","8.8","16","1,274","55","22","89","1,198"
"05-02-2018","2,211","4,408","3.28","1","1,085","125","0","0","588"
"06-02-2018","3,057","13,465","10","15","1,095","158","8","82","1,610"
"07-02-2018","2,357","7,476","5.55","15","1,074","107","17","25","796"
"08-02-2018","2,090","4,701","3.49","4","1,244","47","7","27","470"
"09-02-2018","2,177","3,203","2.38","3","1,356","71","11","2","364"
"10-02-2018","2,034","3,790","2.82","9","1,383","24","8","25","389"
"11-02-2018","2,470","10,071","7.48","33","1,287","84","19","50","929"
"12-02-2018","2,708","12,359","9.18","88","1,260","84","31","65","1,190"
"13-02-2018","2,190","5,175","3.85","21","1,239","68","11","21","580"
"14-02-2018","2,140","4,975","3.7","26","1,350","76","3","11","525"
"15-02-2018","2,206","5,799","4.3","8","1,214","73","10","18","599"
"16-02-2018","2,308","6,532","4.85","70","1,156","42","8","46","657"
"17-02-2018","2,007","3,785","2.81","1","1,281","74","0","0","377"
"18-02-2018","2,004","3,923","2.91","4","1,274","54","11","1","368"
"19-02-2018","2,090","4,617","3.43","8","1,341","75","10","14","501"
"20-02-2018","2,707","10,667","7.92","95","1,111","126","52","38","1,190"
"21-02-2018","2,574","8,140","6.04","5","1,053","151","11","31","1,042"
"22-02-2018","2,069","3,910","2.9","10","1,079","89","6","5","470"
"23-02-2018","2,363","6,014","4.47","3","1,154","197","8","2","847"
"24-02-2018","2,492","8,520","6.32","1","1,101","143","10","37","968"
"25-02-2018","2,024","3,386","2.52","0","1,179","68","13","1","381"
"26-02-2018","2,018","3,993","2.97","15","1,300","38","13","15","378"
"27-02-2018","2,207","6,465","4.8","12","1,148","79","13","17","605"
"28-02-2018","2,467","8,765","6.51","19","1,031","79","42","39","937"
