Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-07-2018","2,357","7,213","5.36","22","1,300","95","16","29","787"
"02-07-2018","2,312","5,689","4.23","44","1,302","82","27","29","760"
"03-07-2018","2,116","4,304","3.2","0","1,349","65","3","23","512"
"04-07-2018","2,164","5,347","3.97","2","1,326","87","6","21","578"
"05-07-2018","2,139","4,814","3.58","3","1,272","69","12","21","545"
"06-07-2018","2,091","3,975","2.95","16","1,331","109","0","0","507"
"07-07-2018","2,247","3,748","2.78","6","1,308","119","10","3","696"
"08-07-2018","2,534","7,425","5.52","55","1,278","80","31","51","1,011"
"09-07-2018","2,283","6,338","4.71","2","1,319","80","11","30","692"
"10-07-2018","2,262","5,591","4.15","20","1,134","119","8","10","700"
"11-07-2018","2,228","5,951","4.42","1","1,309","101","16","14","658"
"12-07-2018","2,416","8,410","6.25","43","1,294","91","12","43","863"
"13-07-2018","2,234","5,601","4.16","0","1,316","100","7","17","657"
"14-07-2018","2,151","5,371","3.99","49","1,161","66","14","19","540"
"15-07-2018","2,177","5,592","4.15","13","1,318","104","9","9","602"
"16-07-2018","2,718","10,983","8.16","49","1,067","163","23","45","1,246"
"17-07-2018","2,106","4,129","3.07","1","1,317","123","0","0","528"
"18-07-2018","2,603","12,974","9.64","72","1,255","87","45","53","1,104"
"19-07-2018","2,306","7,396","5.5","8","1,297","89","31","23","720"
"20-07-2018","2,034","4,138","3.07","6","1,279","79","5","7","443"
"21-07-2018","2,861","13,041","9.69","97","1,184","186","33","37","1,429"
"22-07-2018","2,391","7,677","5.7","28","1,292","120","13","15","846"
"23-07-2018","2,338","7,819","5.81","7","1,207","119","13","20","814"
"24-07-2018","2,055","4,861","3.61","0","1,351","64","17","8","456"
"25-07-2018","2,637","9,304","6.91","9","1,206","205","17","12","1,157"
"26-07-2018","2,634","9,058","6.73","5","1,209","204","2","25","1,179"
"27-07-2018","2,288","7,244","5.38","4","1,270","145","7","18","775"
"28-07-2018","2,485","9,682","7.19","3","1,248","136","8","48","992"
"29-07-2018","2,850","12,235","9.09","12","1,187","216","10","27","1,418"
"30-07-2018","2,786","12,617","9.37","16","1,226","155","10","49","1,317"
"31-07-2018","2,567","9,077","6.74","14","1,254","153","7","26","1,062"
