Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-10-2018","2,038","2,891","2.15","4","1,357","83","0","0","401"
"02-10-2018","2,229","6,106","4.54","4","1,330","76","7","27","655"
"03-10-2018","1,997","2,754","2.05","1","1,362","68","2","8","371"
"04-10-2018","2,072","3,404","2.53","4","1,266","95","0","0","442"
"05-10-2018","2,158","4,069","3.02","5","1,341","99","0","0","536"
"06-10-2018","2,273","6,740","5.01","25","1,316","70","29","25","711"
"07-10-2018","2,097","2,772","2.06","4","1,345","87","7","1","430"
"08-10-2018","2,163","5,037","3.74","31","1,339","66","12","23","572"
"09-10-2018","2,077","5,245","3.9","36","1,358","57","4","21","475"
"10-10-2018","2,183","4,947","3.68","5","1,174","104","2","9","582"
"11-10-2018","2,034","3,301","2.45","3","1,362","56","6","16","415"
"12-10-2018","2,140","5,541","4.12","13","1,337","66","21","16","547"
"13-10-2018","1,977","1,692","1.26","2","1,364","76","0","0","355"
"14-10-2018","2,021","2,719","2.02","4","1,355","64","17","4","414"
"15-10-2018","3,018","13,590","10.1","46","1,211","130","18","81","1,523"
"16-10-2018","2,983","12,718","9.45","22","1,164","207","27","42","1,584"
"17-10-2018","2,280","6,724","5","13","1,295","136","3","6","744"
"18-10-2018","3,041","15,806","11.74","134","1,212","103","27","98","1,596"
"19-10-2018","3,347","19,579","14.55","183","1,148","136","42","114","1,952"
"20-10-2018","2,498","8,055","5.98","3","1,125","159","16","10","975"
"21-10-2018","3,218","17,754","13.19","145","1,146","152","66","76","1,843"
"22-10-2018","2,602","9,692","7.2","5","1,136","126","25","24","1,058"
"23-10-2018","2,276","5,317","3.95","5","1,210","151","0","0","698"
"24-10-2018","2,183","4,621","3.43","0","1,306","134","0","0","617"
"25-10-2018","2,214","5,626","4.18","0","1,330","67","14","29","638"
"26-10-2018","1,909","1,596","1.19","0","1,175","60","0","0","257"
"27-10-2018","2,204","5,246","3.9","1","1,330","84","11","15","602"
"28-10-2018","2,113","3,971","2.95","1","1,372","42","3","23","485"
"29-10-2018","2,046","4,013","2.98","3","1,366","45","5","24","431"
"30-10-2018","2,244","6,051","4.5","1","1,323","79","1","37","666"
"31-10-2018","1,833","1,611","1.2","0","1,400","32","6","2","186"
