Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-08-2017","2,208","6,978","5.18","15","1,440","0","0","0","0"
"02-08-2017","2,226","7,224","5.37","12","1,440","0","0","0","0"
"03-08-2017","2,167","6,456","4.8","11","1,440","0","0","0","0"
"04-08-2017","2,042","4,340","3.22","4","1,440","0","0","0","0"
"05-08-2017","2,044","4,694","3.49","10","1,440","0","0","0","0"
"06-08-2017","2,302","7,680","5.71","10","1,440","0","0","0","0"
"07-08-2017","2,109","5,074","3.77","7","1,440","0","0","0","0"
"08-08-2017","2,278","7,474","5.55","9","1,440","0","0","0","0"
"09-08-2017","2,221","6,720","4.99","6","1,440","0","0","0","0"
"10-08-2017","2,347","7,521","5.59","7","1,440","0","0","0","0"
"11-08-2017","2,167","5,851","4.35","11","1,440","0","0","0","0"
"12-08-2017","3,090","19,303","14.34","155","1,440","0","0","0","0"
"13-08-2017","2,372","8,674","6.44","37","1,440","0","0","0","0"
"14-08-2017","2,250","7,146","5.31","12","1,440","0","0","0","0"
"15-08-2017","2,269","7,277","5.41","33","1,440","0","0","0","0"
"16-08-2017","2,135","5,329","3.96","10","1,440","0","0","0","0"
"17-08-2017","2,365","8,786","6.53","19","1,440","0","0","0","0"
"18-08-2017","2,475","9,228","6.86","30","1,440","0","0","0","0"
"19-08-2017","2,562","10,854","8.06","37","1,440","0","0","0","0"
"20-08-2017","2,486","9,188","6.83","24","1,440","0","0","0","0"
"21-08-2017","2,402","8,441","6.27","19","1,396","44","0","0","197"
"22-08-2017","2,327","7,542","5.6","18","1,300","132","2","6","764"
"23-08-2017","2,955","8,535","6.34","36","1,043","134","13","86","1,513"
"24-08-2017","2,346","5,423","4.03","5","1,108","143","0","0","781"
"25-08-2017","2,179","5,005","3.72","18","1,243","96","6","16","570"
"26-08-2017","2,161","5,403","4.01","15","1,186","106","4","5","582"
"27-08-2017","2,010","3,779","2.81","0","1,351","89","0","0","412"
"28-08-2017","1,909","2,048","1.52","2","1,259","48","0","0","231"
"29-08-2017","2,263","5,856","4.35","29","1,185","52","16","38","653"
"30-08-2017","2,231","6,582","4.89","49","1,260","51","6","46","640"
"31-08-2017","1,864","1,714","1.27","0","1,403","37","0","0","189"
