Activities
Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
"01-11-2018","2,423","8,623","6.41","49","1,111","79","21","47","874"
"02-11-2018","2,146","4,691","3.49","2","1,339","59","17","25","552"
"03-11-2018","2,982","12,162","9.04","83","1,215","123","14","88","1,482"
"04-11-2018","2,534","4,143","3.08","0","1,258","172","8","2","917"
"05-11-2018","2,545","8,571","6.37","0","1,258","161","2","19","1,031"
"06-11-2018","2,832","11,938","8.87","39","1,229","132","24","55","1,358"
"07-11-2018","2,319","5,823","4.33","7","1,289","151","0","0","755"
"08-11-2018","2,247","5,327","3.96","12","1,342","59","13","26","662"
"09-11-2018","2,213","6,260","4.65","19","1,338","57","13","32","613"
"10-11-2018","2,181","5,443","4.04","20","1,107","56","14","28","566"
"11-11-2018","2,011","3,286","2.44","10","1,385","45","6","4","375"
"12-11-2018","2,185","5,361","3.98","12","1,327","84","17","12","592"
"13-11-2018","2,175","4,791","3.56","14","1,258","112","0","0","562"
"14-11-2018","2,434","7,459","5.54","32","1,292","101","21","26","882"
"15-11-2018","2,553","7,534","5.6","10","1,194","89","16","45","977"
"16-11-2018","2,461","6,643","4.94","13","1,312","66","10","52","874"
"17-11-2018","2,211","6,715","4.99","7","1,190","79","24","18","627"
"18-11-2018","2,472","8,824","6.56","24","1,289","72","32","47","907"
"19-11-2018","2,526","9,162","6.81","26","1,277","87","27","49","962"
"20-11-2018","2,528","8,994","6.68","22","1,217","65","13","60","956"
"21-11-2018","1,919","1,913","1.42","4","1,281","62","0","0","269"
"22-11-2018","2,276","8,076","6","29","1,330","49","18","43","705"
"23-11-2018","2,089","3,564","2.65","1","1,261","106","0","0","493"
"24-11-2018","2,509","10,567","7.85","19","1,288","78","19","55","974"
"25-11-2018","2,274","6,356","4.72","10","1,310","103","11","16","683"
"26-11-2018","2,384","8,156","6.06","18","1,306","65","31","38","813"
"27-11-2018","2,212","3,700","2.75","4","1,316","124","0","0","584"
"28-11-2018","2,801","11,105","8.25","58","1,271","82","14","73","1,230"
"29-11-2018","2,310","5,231","3.89","6","1,223","115","12","17","716"
"30-11-2018","2,699","10,744","7.98","61","1,218","140","25","57","1,199"
